품종명,시군구,마켓명,연도,날짜,가격
토마토(10kg),광주,각화도매,2013,01/02,"28,000"
토마토(10kg),광주,각화도매,2013,01/03,"28,000"
토마토(10kg),광주,각화도매,2013,01/04,"28,000"
토마토(10kg),광주,각화도매,2013,01/07,"28,000"
토마토(10kg),광주,각화도매,2013,01/08,"28,000"
토마토(10kg),광주,각화도매,2013,01/09,"28,000"
토마토(10kg),광주,각화도매,2013,01/10,"28,000"
토마토(10kg),광주,각화도매,2013,01/11,"28,000"
토마토(10kg),광주,각화도매,2013,01/14,"28,000"
토마토(10kg),광주,각화도매,2013,01/15,"28,000"
토마토(10kg),광주,각화도매,2013,01/16,"28,000"
토마토(10kg),광주,각화도매,2013,01/17,"28,000"
토마토(10kg),광주,각화도매,2013,01/18,"28,000"
토마토(10kg),광주,각화도매,2013,01/21,"30,000"
토마토(10kg),광주,각화도매,2013,01/22,"30,000"
토마토(10kg),광주,각화도매,2013,01/23,"32,000"
토마토(10kg),광주,각화도매,2013,01/24,"32,000"
토마토(10kg),광주,각화도매,2013,01/25,"32,000"
토마토(10kg),광주,각화도매,2013,01/28,"32,000"
토마토(10kg),광주,각화도매,2013,01/29,"32,000"
토마토(10kg),광주,각화도매,2013,01/30,"32,000"
토마토(10kg),광주,각화도매,2013,01/31,"32,000"
토마토(10kg),광주,각화도매,2013,02/01,"32,000"
토마토(10kg),광주,각화도매,2013,02/04,"32,000"
토마토(10kg),광주,각화도매,2013,02/05,"32,000"
토마토(10kg),광주,각화도매,2013,02/06,"32,000"
토마토(10kg),광주,각화도매,2013,02/07,"32,000"
토마토(10kg),광주,각화도매,2013,02/08,"32,000"
토마토(10kg),광주,각화도매,2013,02/12,"32,000"
토마토(10kg),광주,각화도매,2013,02/13,"32,000"
토마토(10kg),광주,각화도매,2013,02/14,"32,000"
토마토(10kg),광주,각화도매,2013,02/15,"32,000"
토마토(10kg),광주,각화도매,2013,02/18,"32,000"
토마토(10kg),광주,각화도매,2013,02/19,"32,000"
토마토(10kg),광주,각화도매,2013,02/20,"32,000"
토마토(10kg),광주,각화도매,2013,02/21,"32,000"
토마토(10kg),광주,각화도매,2013,02/22,"32,000"
토마토(10kg),광주,각화도매,2013,02/25,"32,000"
토마토(10kg),광주,각화도매,2013,02/26,"32,000"
토마토(10kg),광주,각화도매,2013,02/27,"30,000"
토마토(10kg),광주,각화도매,2013,02/28,"30,000"
토마토(10kg),광주,각화도매,2013,03/04,"30,000"
토마토(10kg),광주,각화도매,2013,03/05,"30,000"
토마토(10kg),광주,각화도매,2013,03/06,"30,000"
토마토(10kg),광주,각화도매,2013,03/07,"30,000"
토마토(10kg),광주,각화도매,2013,03/08,"30,000"
토마토(10kg),광주,각화도매,2013,03/11,"30,000"
토마토(10kg),광주,각화도매,2013,03/12,"30,000"
토마토(10kg),광주,각화도매,2013,03/13,"30,000"
토마토(10kg),광주,각화도매,2013,03/14,"30,000"
토마토(10kg),광주,각화도매,2013,03/15,"30,000"
토마토(10kg),광주,각화도매,2013,03/18,"30,000"
토마토(10kg),광주,각화도매,2013,03/19,"30,000"
토마토(10kg),광주,각화도매,2013,03/20,"30,000"
토마토(10kg),광주,각화도매,2013,03/21,"30,000"
토마토(10kg),광주,각화도매,2013,03/22,"30,000"
토마토(10kg),광주,각화도매,2013,03/25,"35,000"
토마토(10kg),광주,각화도매,2013,03/26,"35,000"
토마토(10kg),광주,각화도매,2013,03/27,"35,000"
토마토(10kg),광주,각화도매,2013,03/28,"35,000"
토마토(10kg),광주,각화도매,2013,03/29,"40,000"
토마토(10kg),광주,각화도매,2013,04/01,"40,000"
토마토(10kg),광주,각화도매,2013,04/02,"40,000"
토마토(10kg),광주,각화도매,2013,04/03,"40,000"
토마토(10kg),광주,각화도매,2013,04/04,"35,000"
토마토(10kg),광주,각화도매,2013,04/05,"35,000"
토마토(10kg),광주,각화도매,2013,04/08,"35,000"
토마토(10kg),광주,각화도매,2013,04/09,"35,000"
토마토(10kg),광주,각화도매,2013,04/10,"37,000"
토마토(10kg),광주,각화도매,2013,04/11,"35,000"
토마토(10kg),광주,각화도매,2013,04/12,"35,000"
토마토(10kg),광주,각화도매,2013,04/15,"35,000"
토마토(10kg),광주,각화도매,2013,04/16,"35,000"
토마토(10kg),광주,각화도매,2013,04/17,"35,000"
토마토(10kg),광주,각화도매,2013,04/18,"35,000"
토마토(10kg),광주,각화도매,2013,04/19,"31,000"
토마토(10kg),광주,각화도매,2013,04/22,"28,000"
토마토(10kg),광주,각화도매,2013,04/23,"28,000"
토마토(10kg),광주,각화도매,2013,04/24,"28,000"
토마토(10kg),광주,각화도매,2013,04/25,"28,000"
토마토(10kg),광주,각화도매,2013,04/26,"28,000"
토마토(10kg),광주,각화도매,2013,04/29,"28,000"
토마토(10kg),광주,각화도매,2013,04/30,"28,000"
토마토(10kg),광주,각화도매,2013,05/02,"28,000"
토마토(10kg),광주,각화도매,2013,05/03,"28,000"
토마토(10kg),광주,각화도매,2013,05/06,"26,000"
토마토(10kg),광주,각화도매,2013,05/07,"26,000"
토마토(10kg),광주,각화도매,2013,05/08,"25,000"
토마토(10kg),광주,각화도매,2013,05/09,"25,000"
토마토(10kg),광주,각화도매,2013,05/10,"25,000"
토마토(10kg),광주,각화도매,2013,05/13,"20,000"
토마토(10kg),광주,각화도매,2013,05/14,"18,000"
토마토(10kg),광주,각화도매,2013,05/15,"18,000"
토마토(10kg),광주,각화도매,2013,05/16,"18,000"
토마토(10kg),광주,각화도매,2013,05/20,"18,000"
토마토(10kg),광주,각화도매,2013,05/21,"18,000"
토마토(10kg),광주,각화도매,2013,05/22,"18,000"
토마토(10kg),광주,각화도매,2013,05/23,"18,000"
토마토(10kg),광주,각화도매,2013,05/24,"18,000"
토마토(10kg),광주,각화도매,2013,05/27,"18,000"
토마토(10kg),광주,각화도매,2013,05/28,"18,000"
토마토(10kg),광주,각화도매,2013,05/29,"20,000"
토마토(10kg),광주,각화도매,2013,05/30,"20,000"
토마토(10kg),광주,각화도매,2013,05/31,"20,000"
토마토(10kg),광주,각화도매,2013,06/03,"20,000"
토마토(10kg),광주,각화도매,2013,06/04,"20,000"
토마토(10kg),광주,각화도매,2013,06/05,"20,000"
토마토(10kg),광주,각화도매,2013,06/07,"20,000"
토마토(10kg),광주,각화도매,2013,06/10,"20,000"
토마토(10kg),광주,각화도매,2013,06/11,"18,000"
토마토(10kg),광주,각화도매,2013,06/12,"18,000"
토마토(10kg),광주,각화도매,2013,06/13,"17,000"
토마토(10kg),광주,각화도매,2013,06/14,"17,000"
토마토(10kg),광주,각화도매,2013,06/17,"17,000"
토마토(10kg),광주,각화도매,2013,06/18,"17,000"
토마토(10kg),광주,각화도매,2013,06/19,"17,000"
토마토(10kg),광주,각화도매,2013,06/20,"17,000"
토마토(10kg),광주,각화도매,2013,06/21,"17,000"
토마토(10kg),광주,각화도매,2013,06/24,"18,000"
토마토(10kg),광주,각화도매,2013,06/25,"18,000"
토마토(10kg),광주,각화도매,2013,06/26,"18,000"
토마토(10kg),광주,각화도매,2013,06/27,"18,000"
토마토(10kg),광주,각화도매,2013,06/28,"18,000"
토마토(10kg),광주,각화도매,2013,07/01,"18,000"
토마토(10kg),광주,각화도매,2013,07/02,"22,000"
토마토(10kg),광주,각화도매,2013,07/03,"22,000"
토마토(10kg),광주,각화도매,2013,07/04,"22,000"
토마토(10kg),광주,각화도매,2013,07/05,"22,000"
토마토(10kg),광주,각화도매,2013,07/08,"25,000"
토마토(10kg),광주,각화도매,2013,07/09,"25,000"
토마토(10kg),광주,각화도매,2013,07/10,"25,000"
토마토(10kg),광주,각화도매,2013,07/11,"25,000"
토마토(10kg),광주,각화도매,2013,07/12,"25,000"
토마토(10kg),광주,각화도매,2013,07/15,"25,000"
토마토(10kg),광주,각화도매,2013,07/16,"25,000"
토마토(10kg),광주,각화도매,2013,07/17,"28,000"
토마토(10kg),광주,각화도매,2013,07/18,"28,000"
토마토(10kg),광주,각화도매,2013,07/19,"28,000"
토마토(10kg),광주,각화도매,2013,07/22,"28,000"
토마토(10kg),광주,각화도매,2013,07/23,"28,000"
토마토(10kg),광주,각화도매,2013,07/24,"28,000"
토마토(10kg),광주,각화도매,2013,07/25,"28,000"
토마토(10kg),광주,각화도매,2013,07/26,"28,000"
토마토(10kg),광주,각화도매,2013,07/29,"28,000"
토마토(10kg),광주,각화도매,2013,07/30,"32,000"
토마토(10kg),광주,각화도매,2013,07/31,"32,000"
토마토(10kg),광주,각화도매,2013,08/01,"32,000"
토마토(10kg),광주,각화도매,2013,08/02,"32,000"
토마토(10kg),광주,각화도매,2013,08/05,"27,000"
토마토(10kg),광주,각화도매,2013,08/06,"27,000"
토마토(10kg),광주,각화도매,2013,08/07,"27,000"
토마토(10kg),광주,각화도매,2013,08/08,"27,000"
토마토(10kg),광주,각화도매,2013,08/09,"27,000"
토마토(10kg),광주,각화도매,2013,08/12,"27,000"
토마토(10kg),광주,각화도매,2013,08/13,"27,000"
토마토(10kg),광주,각화도매,2013,08/14,"27,000"
토마토(10kg),광주,각화도매,2013,08/16,"27,000"
토마토(10kg),광주,각화도매,2013,08/19,"25,000"
토마토(10kg),광주,각화도매,2013,08/20,"25,000"
토마토(10kg),광주,각화도매,2013,08/21,"25,000"
토마토(10kg),광주,각화도매,2013,08/22,"25,000"
토마토(10kg),광주,각화도매,2013,08/23,"27,000"
토마토(10kg),광주,각화도매,2013,08/26,"27,000"
토마토(10kg),광주,각화도매,2013,08/27,"27,000"
토마토(10kg),광주,각화도매,2013,08/28,"28,000"
토마토(10kg),광주,각화도매,2013,08/29,"28,000"
토마토(10kg),광주,각화도매,2013,08/30,"28,000"
토마토(10kg),광주,각화도매,2013,09/02,"28,000"
토마토(10kg),광주,각화도매,2013,09/03,"28,000"
토마토(10kg),광주,각화도매,2013,09/04,"35,000"
토마토(10kg),광주,각화도매,2013,09/05,"35,000"
토마토(10kg),광주,각화도매,2013,09/06,"35,000"
토마토(10kg),광주,각화도매,2013,09/09,"35,000"
토마토(10kg),광주,각화도매,2013,09/10,"40,000"
토마토(10kg),광주,각화도매,2013,09/11,"40,000"
토마토(10kg),광주,각화도매,2013,09/12,"40,000"
토마토(10kg),광주,각화도매,2013,09/13,"35,000"
토마토(10kg),광주,각화도매,2013,09/16,"35,000"
토마토(10kg),광주,각화도매,2013,09/17,"35,000"
토마토(10kg),광주,각화도매,2013,09/23,"35,000"
토마토(10kg),광주,각화도매,2013,09/24,"30,000"
토마토(10kg),광주,각화도매,2013,09/25,"30,000"
토마토(10kg),광주,각화도매,2013,09/26,"28,000"
토마토(10kg),광주,각화도매,2013,09/27,"28,000"
토마토(10kg),광주,각화도매,2013,09/30,"28,000"
토마토(10kg),광주,각화도매,2013,10/01,"28,000"
토마토(10kg),광주,각화도매,2013,10/02,"28,000"
토마토(10kg),광주,각화도매,2013,10/04,"28,000"
토마토(10kg),광주,각화도매,2013,10/07,"30,000"
토마토(10kg),광주,각화도매,2013,10/08,"30,000"
토마토(10kg),광주,각화도매,2013,10/10,"30,000"
토마토(10kg),광주,각화도매,2013,10/11,"30,000"
토마토(10kg),광주,각화도매,2013,10/14,"28,000"
토마토(10kg),광주,각화도매,2013,10/15,"28,000"
토마토(10kg),광주,각화도매,2013,10/16,"28,000"
토마토(10kg),광주,각화도매,2013,10/17,"28,000"
토마토(10kg),광주,각화도매,2013,10/18,"28,000"
토마토(10kg),광주,각화도매,2013,10/21,"28,000"
토마토(10kg),광주,각화도매,2013,10/22,"28,000"
토마토(10kg),광주,각화도매,2013,10/23,"28,000"
토마토(10kg),광주,각화도매,2013,10/24,"30,000"
토마토(10kg),광주,각화도매,2013,10/25,"30,000"
토마토(10kg),광주,각화도매,2013,10/28,"28,000"
토마토(10kg),광주,각화도매,2013,10/29,"28,000"
토마토(10kg),광주,각화도매,2013,10/30,"26,000"
토마토(10kg),광주,각화도매,2013,10/31,"26,000"
토마토(10kg),광주,각화도매,2013,11/01,"26,000"
토마토(10kg),광주,각화도매,2013,11/04,"26,000"
토마토(10kg),광주,각화도매,2013,11/05,"26,000"
토마토(10kg),광주,각화도매,2013,11/06,"26,000"
토마토(10kg),광주,각화도매,2013,11/07,"26,000"
토마토(10kg),광주,각화도매,2013,11/08,"26,000"
토마토(10kg),광주,각화도매,2013,11/11,"26,000"
토마토(10kg),광주,각화도매,2013,11/12,"26,000"
토마토(10kg),광주,각화도매,2013,11/13,"26,000"
토마토(10kg),광주,각화도매,2013,11/14,"26,000"
토마토(10kg),광주,각화도매,2013,11/15,"26,000"
토마토(10kg),광주,각화도매,2013,11/18,"26,000"
토마토(10kg),광주,각화도매,2013,11/19,"26,000"
토마토(10kg),광주,각화도매,2013,11/20,"26,000"
토마토(10kg),광주,각화도매,2013,11/21,"26,000"
토마토(10kg),광주,각화도매,2013,11/22,"26,000"
토마토(10kg),광주,각화도매,2013,11/25,"26,000"
토마토(10kg),광주,각화도매,2013,11/26,"26,000"
토마토(10kg),광주,각화도매,2013,11/27,"25,000"
토마토(10kg),광주,각화도매,2013,11/28,"25,000"
토마토(10kg),광주,각화도매,2013,11/29,"25,000"
토마토(10kg),광주,각화도매,2013,12/02,"25,000"
토마토(10kg),광주,각화도매,2013,12/03,"25,000"
토마토(10kg),광주,각화도매,2013,12/04,"25,000"
토마토(10kg),광주,각화도매,2013,12/05,"27,000"
토마토(10kg),광주,각화도매,2013,12/06,"27,000"
토마토(10kg),광주,각화도매,2013,12/09,"27,000"
토마토(10kg),광주,각화도매,2013,12/10,"27,000"
토마토(10kg),광주,각화도매,2013,12/11,"27,000"
토마토(10kg),광주,각화도매,2013,12/12,"27,000"
토마토(10kg),광주,각화도매,2013,12/13,"27,000"
토마토(10kg),광주,각화도매,2013,12/16,"30,000"
토마토(10kg),광주,각화도매,2013,12/17,"30,000"
토마토(10kg),광주,각화도매,2013,12/18,"30,000"
토마토(10kg),광주,각화도매,2013,12/19,"30,000"
토마토(10kg),광주,각화도매,2013,12/20,"30,000"
토마토(10kg),광주,각화도매,2013,12/23,"30,000"
토마토(10kg),광주,각화도매,2013,12/24,"30,000"
토마토(10kg),광주,각화도매,2013,12/26,"30,000"
토마토(10kg),광주,각화도매,2013,12/27,"30,000"
토마토(10kg),광주,각화도매,2013,12/30,"30,000"
토마토(10kg),광주,각화도매,2013,12/31,"30,000"
토마토(10kg),광주,각화도매,2014,01/02,"30,000"
토마토(10kg),광주,각화도매,2014,01/03,"30,000"
토마토(10kg),광주,각화도매,2014,01/06,"33,000"
토마토(10kg),광주,각화도매,2014,01/07,"33,000"
토마토(10kg),광주,각화도매,2014,01/08,"33,000"
토마토(10kg),광주,각화도매,2014,01/09,"33,000"
토마토(10kg),광주,각화도매,2014,01/10,"33,000"
토마토(10kg),광주,각화도매,2014,01/13,"33,000"
토마토(10kg),광주,각화도매,2014,01/14,"33,000"
토마토(10kg),광주,각화도매,2014,01/15,"33,000"
토마토(10kg),광주,각화도매,2014,01/16,"33,000"
토마토(10kg),광주,각화도매,2014,01/17,"31,000"
토마토(10kg),광주,각화도매,2014,01/20,"31,000"
토마토(10kg),광주,각화도매,2014,01/21,"31,000"
토마토(10kg),광주,각화도매,2014,01/22,"31,000"
토마토(10kg),광주,각화도매,2014,01/23,"31,000"
토마토(10kg),광주,각화도매,2014,01/24,"34,000"
토마토(10kg),광주,각화도매,2014,01/27,"34,000"
토마토(10kg),광주,각화도매,2014,01/28,"34,000"
토마토(10kg),광주,각화도매,2014,01/29,"34,000"
토마토(10kg),광주,각화도매,2014,02/03,"34,000"
토마토(10kg),광주,각화도매,2014,02/04,"34,000"
토마토(10kg),광주,각화도매,2014,02/05,"34,000"
토마토(10kg),광주,각화도매,2014,02/06,"34,000"
토마토(10kg),광주,각화도매,2014,02/07,"34,000"
토마토(10kg),광주,각화도매,2014,02/10,"34,000"
토마토(10kg),광주,각화도매,2014,02/11,"34,000"
토마토(10kg),광주,각화도매,2014,02/12,"34,000"
토마토(10kg),광주,각화도매,2014,02/13,"34,000"
토마토(10kg),광주,각화도매,2014,02/14,"34,000"
토마토(10kg),광주,각화도매,2014,02/17,"34,000"
토마토(10kg),광주,각화도매,2014,02/18,"34,000"
토마토(10kg),광주,각화도매,2014,02/19,"34,000"
토마토(10kg),광주,각화도매,2014,02/20,"34,000"
토마토(10kg),광주,각화도매,2014,02/21,"34,000"
토마토(10kg),광주,각화도매,2014,02/24,"40,000"
토마토(10kg),광주,각화도매,2014,02/25,"40,000"
토마토(10kg),광주,각화도매,2014,02/26,"40,000"
토마토(10kg),광주,각화도매,2014,02/27,"40,000"
토마토(10kg),광주,각화도매,2014,02/28,"40,000"
토마토(10kg),광주,각화도매,2014,03/03,"40,000"
토마토(10kg),광주,각화도매,2014,03/04,"40,000"
토마토(10kg),광주,각화도매,2014,03/05,"40,000"
토마토(10kg),광주,각화도매,2014,03/06,"40,000"
토마토(10kg),광주,각화도매,2014,03/07,"35,000"
토마토(10kg),광주,각화도매,2014,03/10,"35,000"
토마토(10kg),광주,각화도매,2014,03/11,"35,000"
토마토(10kg),광주,각화도매,2014,03/12,"35,000"
토마토(10kg),광주,각화도매,2014,03/13,"35,000"
토마토(10kg),광주,각화도매,2014,03/14,"35,000"
토마토(10kg),광주,각화도매,2014,03/17,"35,000"
토마토(10kg),광주,각화도매,2014,03/18,"35,000"
토마토(10kg),광주,각화도매,2014,03/19,"37,000"
토마토(10kg),광주,각화도매,2014,03/20,"37,000"
토마토(10kg),광주,각화도매,2014,03/21,"37,000"
토마토(10kg),광주,각화도매,2014,03/24,"38,000"
토마토(10kg),광주,각화도매,2014,03/25,"38,000"
토마토(10kg),광주,각화도매,2014,03/26,"38,000"
토마토(10kg),광주,각화도매,2014,03/27,"38,000"
토마토(10kg),광주,각화도매,2014,03/28,"38,000"
토마토(10kg),광주,각화도매,2014,03/31,"35,000"
토마토(10kg),광주,각화도매,2014,04/01,"35,000"
토마토(10kg),광주,각화도매,2014,04/02,"31,000"
토마토(10kg),광주,각화도매,2014,04/03,"31,000"
토마토(10kg),광주,각화도매,2014,04/04,"31,000"
토마토(10kg),광주,각화도매,2014,04/07,"31,000"
토마토(10kg),광주,각화도매,2014,04/08,"31,000"
토마토(10kg),광주,각화도매,2014,04/09,"35,000"
토마토(10kg),광주,각화도매,2014,04/10,"35,000"
토마토(10kg),광주,각화도매,2014,04/11,"35,000"
토마토(10kg),광주,각화도매,2014,04/14,"35,000"
토마토(10kg),광주,각화도매,2014,04/15,"35,000"
토마토(10kg),광주,각화도매,2014,04/16,"35,000"
토마토(10kg),광주,각화도매,2014,04/17,"35,000"
토마토(10kg),광주,각화도매,2014,04/18,"35,000"
토마토(10kg),광주,각화도매,2014,04/21,"35,000"
토마토(10kg),광주,각화도매,2014,04/22,"35,000"
토마토(10kg),광주,각화도매,2014,04/23,"35,000"
토마토(10kg),광주,각화도매,2014,04/24,"35,000"
토마토(10kg),광주,각화도매,2014,04/25,"35,000"
토마토(10kg),광주,각화도매,2014,04/28,"35,000"
토마토(10kg),광주,각화도매,2014,04/29,"35,000"
토마토(10kg),광주,각화도매,2014,04/30,"35,000"
토마토(10kg),광주,각화도매,2014,05/02,"35,000"
토마토(10kg),광주,각화도매,2014,05/07,"27,000"
토마토(10kg),광주,각화도매,2014,05/08,"27,000"
토마토(10kg),광주,각화도매,2014,05/09,"25,000"
토마토(10kg),광주,각화도매,2014,05/12,"25,000"
토마토(10kg),광주,각화도매,2014,05/13,"25,000"
토마토(10kg),광주,각화도매,2014,05/14,"25,000"
토마토(10kg),광주,각화도매,2014,05/15,"25,000"
토마토(10kg),광주,각화도매,2014,05/16,"25,000"
토마토(10kg),광주,각화도매,2014,05/19,"22,000"
토마토(10kg),광주,각화도매,2014,05/20,"22,000"
토마토(10kg),광주,각화도매,2014,05/21,"22,000"
토마토(10kg),광주,각화도매,2014,05/22,"22,000"
토마토(10kg),광주,각화도매,2014,05/23,"22,000"
토마토(10kg),광주,각화도매,2014,05/26,"17,000"
토마토(10kg),광주,각화도매,2014,05/27,"17,000"
토마토(10kg),광주,각화도매,2014,05/28,"17,000"
토마토(10kg),광주,각화도매,2014,05/29,"17,000"
토마토(10kg),광주,각화도매,2014,05/30,"17,000"
토마토(10kg),광주,각화도매,2014,06/02,"17,000"
토마토(10kg),광주,각화도매,2014,06/03,"17,000"
토마토(10kg),광주,각화도매,2014,06/05,"17,000"
토마토(10kg),광주,각화도매,2014,06/09,"17,000"
토마토(10kg),광주,각화도매,2014,06/10,"17,000"
토마토(10kg),광주,각화도매,2014,06/11,"17,000"
토마토(10kg),광주,각화도매,2014,06/12,"17,000"
토마토(10kg),광주,각화도매,2014,06/13,"17,000"
토마토(10kg),광주,각화도매,2014,06/16,"15,000"
토마토(10kg),광주,각화도매,2014,06/17,"15,000"
토마토(10kg),광주,각화도매,2014,06/18,"15,000"
토마토(10kg),광주,각화도매,2014,06/19,"14,000"
토마토(10kg),광주,각화도매,2014,06/20,"14,000"
토마토(10kg),광주,각화도매,2014,06/23,"13,000"
토마토(10kg),광주,각화도매,2014,06/24,"14,000"
토마토(10kg),광주,각화도매,2014,06/25,"14,000"
토마토(10kg),광주,각화도매,2014,06/26,"14,000"
토마토(10kg),광주,각화도매,2014,06/27,"13,000"
토마토(10kg),광주,각화도매,2014,06/30,"15,000"
토마토(10kg),광주,각화도매,2014,07/01,"15,000"
토마토(10kg),광주,각화도매,2014,07/02,"15,000"
토마토(10kg),광주,각화도매,2014,07/03,"15,000"
토마토(10kg),광주,각화도매,2014,07/04,"15,000"
토마토(10kg),광주,각화도매,2014,07/07,"15,000"
토마토(10kg),광주,각화도매,2014,07/08,"15,000"
토마토(10kg),광주,각화도매,2014,07/09,"15,000"
토마토(10kg),광주,각화도매,2014,07/10,"15,000"
토마토(10kg),광주,각화도매,2014,07/11,"15,000"
토마토(10kg),광주,각화도매,2014,07/14,"15,000"
토마토(10kg),광주,각화도매,2014,07/15,"17,000"
토마토(10kg),광주,각화도매,2014,07/16,"17,000"
토마토(10kg),광주,각화도매,2014,07/17,"17,000"
토마토(10kg),광주,각화도매,2014,07/18,"17,000"
토마토(10kg),광주,각화도매,2014,07/21,"16,000"
토마토(10kg),광주,각화도매,2014,07/22,"16,000"
토마토(10kg),광주,각화도매,2014,07/23,"15,000"
토마토(10kg),광주,각화도매,2014,07/24,"15,000"
토마토(10kg),광주,각화도매,2014,07/25,"13,000"
토마토(10kg),광주,각화도매,2014,07/28,"14,000"
토마토(10kg),광주,각화도매,2014,07/29,"14,000"
토마토(10kg),광주,각화도매,2014,07/30,"14,000"
토마토(10kg),광주,각화도매,2014,07/31,"14,000"
토마토(10kg),광주,각화도매,2014,08/04,"14,000"
토마토(10kg),광주,각화도매,2014,08/05,"14,000"
토마토(10kg),광주,각화도매,2014,08/06,"14,000"
토마토(10kg),광주,각화도매,2014,08/07,"14,000"
토마토(10kg),광주,각화도매,2014,08/08,"14,000"
토마토(10kg),광주,각화도매,2014,08/11,"14,000"
토마토(10kg),광주,각화도매,2014,08/12,"14,000"
토마토(10kg),광주,각화도매,2014,08/13,"14,000"
토마토(10kg),광주,각화도매,2014,08/14,"14,000"
토마토(10kg),광주,각화도매,2014,08/18,"16,000"
토마토(10kg),광주,각화도매,2014,08/19,"16,000"
토마토(10kg),광주,각화도매,2014,08/20,"17,000"
토마토(10kg),광주,각화도매,2014,08/21,"17,000"
토마토(10kg),광주,각화도매,2014,08/22,"17,000"
토마토(10kg),광주,각화도매,2014,08/25,"17,000"
토마토(10kg),광주,각화도매,2014,08/26,"17,000"
토마토(10kg),광주,각화도매,2014,08/27,"17,000"
토마토(10kg),광주,각화도매,2014,08/28,"17,000"
토마토(10kg),광주,각화도매,2014,08/29,"17,000"
토마토(10kg),광주,각화도매,2014,09/01,"19,000"
토마토(10kg),광주,각화도매,2014,09/02,"19,000"
토마토(10kg),광주,각화도매,2014,09/03,"19,000"
토마토(10kg),광주,각화도매,2014,09/04,"18,000"
토마토(10kg),광주,각화도매,2014,09/05,"18,000"
토마토(10kg),광주,각화도매,2014,09/11,"18,000"
토마토(10kg),광주,각화도매,2014,09/12,"18,000"
토마토(10kg),광주,각화도매,2014,09/15,"18,000"
토마토(10kg),광주,각화도매,2014,09/17,"18,000"
토마토(10kg),광주,각화도매,2014,09/18,"18,000"
토마토(10kg),광주,각화도매,2014,09/19,"26,000"
토마토(10kg),광주,각화도매,2014,09/22,"30,000"
토마토(10kg),광주,각화도매,2014,09/23,"30,000"
토마토(10kg),광주,각화도매,2014,09/24,"30,000"
토마토(10kg),광주,각화도매,2014,09/25,"35,000"
토마토(10kg),광주,각화도매,2014,09/26,"38,000"
토마토(10kg),광주,각화도매,2014,09/29,"38,000"
토마토(10kg),광주,각화도매,2014,09/30,"38,000"
토마토(10kg),광주,각화도매,2014,10/01,"32,000"
토마토(10kg),광주,각화도매,2014,10/02,"27,000"
토마토(10kg),광주,각화도매,2014,10/06,"27,000"
토마토(10kg),광주,각화도매,2014,10/07,"26,000"
토마토(10kg),광주,각화도매,2014,10/08,"26,000"
토마토(10kg),광주,각화도매,2014,10/10,"26,000"
토마토(10kg),광주,각화도매,2014,10/13,"26,000"
토마토(10kg),광주,각화도매,2014,10/14,"26,000"
토마토(10kg),광주,각화도매,2014,10/15,"26,000"
토마토(10kg),광주,각화도매,2014,10/16,"26,000"
토마토(10kg),광주,각화도매,2014,10/17,"26,000"
토마토(10kg),광주,각화도매,2014,10/20,"30,000"
토마토(10kg),광주,각화도매,2014,10/21,"30,000"
토마토(10kg),광주,각화도매,2014,10/22,"30,000"
토마토(10kg),광주,각화도매,2014,10/23,"30,000"
토마토(10kg),광주,각화도매,2014,10/24,"30,000"
토마토(10kg),광주,각화도매,2014,10/27,"24,000"
토마토(10kg),광주,각화도매,2014,10/28,"21,000"
토마토(10kg),광주,각화도매,2014,10/29,"21,000"
토마토(10kg),광주,각화도매,2014,10/30,"20,000"
토마토(10kg),광주,각화도매,2014,10/31,"20,000"
토마토(10kg),광주,각화도매,2014,11/03,"16,000"
토마토(10kg),광주,각화도매,2014,11/04,"16,000"
토마토(10kg),광주,각화도매,2014,11/05,"15,000"
토마토(10kg),광주,각화도매,2014,11/06,"15,000"
토마토(10kg),광주,각화도매,2014,11/07,"15,000"
토마토(10kg),광주,각화도매,2014,11/10,"15,000"
토마토(10kg),광주,각화도매,2014,11/11,"15,000"
토마토(10kg),광주,각화도매,2014,11/12,"15,000"
토마토(10kg),광주,각화도매,2014,11/13,"18,000"
토마토(10kg),광주,각화도매,2014,11/14,"18,000"
토마토(10kg),광주,각화도매,2014,11/17,"18,000"
토마토(10kg),광주,각화도매,2014,11/18,"18,000"
토마토(10kg),광주,각화도매,2014,11/19,"18,000"
토마토(10kg),광주,각화도매,2014,11/20,"18,000"
토마토(10kg),광주,각화도매,2014,11/21,"23,000"
토마토(10kg),광주,각화도매,2014,11/24,"23,000"
토마토(10kg),광주,각화도매,2014,11/25,"21,000"
토마토(10kg),광주,각화도매,2014,11/26,"21,000"
토마토(10kg),광주,각화도매,2014,11/27,"21,000"
토마토(10kg),광주,각화도매,2014,11/28,"21,000"
토마토(10kg),광주,각화도매,2014,12/02,"21,000"
토마토(10kg),광주,각화도매,2014,12/03,"21,000"
토마토(10kg),광주,각화도매,2014,12/04,"19,000"
토마토(10kg),광주,각화도매,2014,12/05,"19,000"
토마토(10kg),광주,각화도매,2014,12/08,"21,000"
토마토(10kg),광주,각화도매,2014,12/09,"21,000"
토마토(10kg),광주,각화도매,2014,12/10,"21,000"
토마토(10kg),광주,각화도매,2014,12/11,"21,000"
토마토(10kg),광주,각화도매,2014,12/12,"21,000"
토마토(10kg),광주,각화도매,2014,12/15,"21,000"
토마토(10kg),광주,각화도매,2014,12/16,"21,000"
