,일시,도_num,연도,PC1,PC2,PC3,PC4,품종명,도,마켓명,가격
0,2013-01-02,0,2013,-0.08201246974145934,0.77993962317379,0.6145523060401699,-0.3900762433787182,토마토(10kg),강원도,가락도매,29000.0
1,2013-01-02,1,2013,0.053352334742154395,0.25112216288414485,-0.08051678970513099,-0.798956843041756,토마토(10kg),경기도,가락도매,29000.0
2,2013-01-02,2,2013,0.2607272470707573,-0.026349421964602607,0.28294873152744326,0.012043063217670407,토마토(10kg),인천광역시,가락도매,29000.0
3,2013-01-02,3,2013,-0.1311847627954801,0.22029043832108608,-0.14359054840307323,-1.064298917748744,토마토(10kg),서울특별시,가락도매,29000.0
4,2013-01-02,4,2013,0.45886380409835925,0.5386730177738879,0.6214928143435087,-0.4457117003838178,토마토(10kg),경상북도,북부도매,29000.0
5,2013-01-02,5,2013,0.20300197641878362,0.3157979033705257,0.16917680360865933,-0.8529110980925221,토마토(10kg),충청북도,오정도매,30000.0
6,2013-01-02,6,2013,-0.669800866691263,0.01103383710479732,0.7727051918990215,-0.5407996644379186,토마토(10kg),충청남도,오정도매,30000.0
7,2013-01-02,7,2013,-0.032970764406140655,0.1993572461953177,-0.03941942876928094,-0.9477273374249663,토마토(10kg),대전광역시,오정도매,30000.0
8,2013-01-02,8,2013,-0.09279975517427898,0.19932842324739147,0.4344437304855719,-0.5190371658941335,토마토(10kg),전라북도,각화도매,28000.0
9,2013-01-02,9,2013,0.9299167494503644,0.44712083948516806,0.03250320628783345,-0.46270025430308837,토마토(10kg),대구광역시,북부도매,29000.0
10,2013-01-02,10,2013,1.7441076991812077,0.8073899158097146,-0.013483018008320913,0.4171049317218687,토마토(10kg),울산광역시,엄궁도매,28000.0
11,2013-01-02,11,2013,0.9321105897136497,1.0474920994601993,0.5756916520568919,0.07093050446969491,토마토(10kg),경상남도,엄궁도매,28000.0
12,2013-01-02,12,2013,0.7654138082688534,0.5319346616362892,0.09263239418000982,-0.5415464773609212,토마토(10kg),광주광역시,각화도매,28000.0
13,2013-01-02,13,2013,1.3581300725194019,1.060406295086066,0.2253642025145007,0.3773373496841112,토마토(10kg),부산광역시,엄궁도매,28000.0
14,2013-01-02,14,2013,0.41208990073213786,0.7432054404995833,0.39927586722601216,0.48615604711526933,토마토(10kg),전라남도,각화도매,28000.0
15,2013-01-03,0,2013,0.4781320314802209,0.02670524446853898,0.08173504260015735,-0.6504991632099194,토마토(10kg),강원도,가락도매,30000.0
16,2013-01-03,1,2013,1.1085456661982285,-0.08942933588618654,-0.6627276590276054,-0.5226546588298293,토마토(10kg),경기도,가락도매,30000.0
17,2013-01-03,2,2013,0.7008810112823666,-0.06970943914673712,-0.0910707824114964,0.3535401998001587,토마토(10kg),인천광역시,가락도매,30000.0
18,2013-01-03,3,2013,0.9819518848859029,-0.11485510397279061,-0.7315345857547386,-0.7302273668678783,토마토(10kg),서울특별시,가락도매,30000.0
19,2013-01-03,4,2013,-0.5147450678481994,0.10767806434268329,0.3901214973199209,-0.7069382343372866,토마토(10kg),경상북도,북부도매,29000.0
20,2013-01-03,5,2013,1.3325890535671958,-0.30693854013233995,-0.48941520613701955,-0.829809507512621,토마토(10kg),충청북도,오정도매,30000.0
21,2013-01-03,6,2013,-0.47140688521031543,0.004309041854235483,0.08938010309317772,-0.9606784115268401,토마토(10kg),충청남도,오정도매,30000.0
22,2013-01-03,7,2013,0.43221740659306285,-0.4334439003500445,-0.49911805234064166,-1.3242007228166663,토마토(10kg),대전광역시,오정도매,30000.0
23,2013-01-03,8,2013,0.143983994894488,-0.27444044112241917,0.05164290384492608,-0.9530225184695127,토마토(10kg),전라북도,각화도매,28000.0
24,2013-01-03,9,2013,-0.371179045493443,0.2085462387870334,-0.24656352538031742,-1.051774384614955,토마토(10kg),대구광역시,북부도매,29000.0
25,2013-01-03,10,2013,-0.5982754981333109,0.2964677010846204,0.12978420648170724,-0.6790086350149149,토마토(10kg),울산광역시,엄궁도매,28000.0
26,2013-01-03,11,2013,-1.3477272334856312,0.45820202093049583,0.6926373923594445,-0.791855302822772,토마토(10kg),경상남도,엄궁도매,28000.0
27,2013-01-03,12,2013,-0.0612678447282756,0.1894680024403682,0.12977596337475042,-0.7521436785473524,토마토(10kg),광주광역시,각화도매,28000.0
28,2013-01-03,13,2013,-1.1118286547942824,0.2924097524153773,0.4249285976569285,-0.8317953866411367,토마토(10kg),부산광역시,엄궁도매,28000.0
29,2013-01-03,14,2013,-1.5896457559797728,-0.03696285434553732,0.8557112037987369,-0.5813227207915624,토마토(10kg),전라남도,각화도매,28000.0
30,2013-01-04,0,2013,2.328025008259657,-0.172773676054463,-0.06711896402346726,-0.6388833036126568,토마토(10kg),강원도,가락도매,30000.0
31,2013-01-04,1,2013,3.4737469157653,-0.6220061478512238,-1.0785916678054326,-0.8332929578974991,토마토(10kg),경기도,가락도매,30000.0
32,2013-01-04,2,2013,2.596339833564734,-0.03272755147735253,-1.0006255711720113,0.1928227722329356,토마토(10kg),인천광역시,가락도매,30000.0
33,2013-01-04,3,2013,3.186480154056941,-0.757625371191924,-1.28473742856271,-1.172879695918355,토마토(10kg),서울특별시,가락도매,30000.0
34,2013-01-04,4,2013,0.5505021767662925,-0.06614913387551612,0.30906907871845635,-0.899556971293847,토마토(10kg),경상북도,북부도매,29000.0
35,2013-01-04,5,2013,3.952463539891253,-0.5620525910883861,-0.5688700091286392,-0.8921877879924912,토마토(10kg),충청북도,오정도매,30000.0
