"소재지(시군구)별(1)",소재지(시군구)별(2),2018,2018,2018,2018,2018
"소재지(시군구)별(1)",소재지(시군구)별(2),합계,도시지역,도시지역,비도시지역,비도시지역
"소재지(시군구)별(1)",소재지(시군구)별(2),면적 (㎡),면적 (㎡),비율 (%),면적 (㎡),비율 (%)
"경기도",남양주시,458101929,309254863,67.5,148847066,32.5
"경기도",화성시,693924902,304387147,43.9,389537755,56.1
"경기도",평택시,458264764,280651005,61.2,177613759,38.8
"경기도",의정부시,81542958,81542958,100.0,0,0.0
"경기도",시흥시,138652287,138652287,100.0,0,0.0
"경기도",파주시,673207364,258235632,38.4,414971732,61.6
"경기도",광명시,38525106,38525106,100.0,0,0.0
"경기도",김포시,276601538,127054602,45.9,149546936,54.1
"경기도",군포시,36416296,36416296,100.0,0,0.0
"경기도",광주시,430986232,235820047,54.7,195166185,45.3
"경기도",이천시,461402250,142178533,30.8,319223717,69.2
"경기도",양주시,310335583,127243871,41.0,183091712,59.0
"경기도",오산시,42722587,42722587,100.0,0,0.0
"경기도",구리시,33316965,33316965,100.0,0,0.0
"경기도",안성시,553398042,56893027,10.3,496505015,89.7
"경기도",포천시,826652314,81538318,9.9,745113996,90.1
"경기도",의왕시,53987839,53987839,100.0,0,0.0
"경기도",하남시,92992059,92992059,100.0,0,0.0
"경기도",여주시,608312726,148687328,24.4,459625398,75.6
"경기도",양평군,877727400,42220301,4.8,835507099,95.2
"경기도",동두천시,95663249,95663249,100.0,0,0.0
"경기도",과천시,35868007,35868007,100.0,0,0.0
"경기도",가평군,843271028,144685592,17.2,698585436,82.8
"경기도",연천군,676318927,143031016,21.1,533287911,78.9
"강원도",소계,16827911967,4064265647,24.2,12763646320,75.8
"강원도",춘천시,1116358004,110448877,9.9,1005909127,90.1
"강원도",원주시,868267722,188995337,21.8,679272385,78.2
"강원도",강릉시,1040793380,137027172,13.2,903766208,86.8
"강원도",동해시,180204937,180204937,100.0,0,0.0
"강원도",태백시,303530036,303530036,100.0,0,0.0
"강원도",속초시,105759305,105759305,100.0,0,0.0
"강원도",삼척시,1187155923,394991229,33.3,792164694,66.7
"강원도",홍천군,1820182075,107397826,5.9,1712784249,94.1
"강원도",횡성군,998060942,72422087,7.3,925638855,92.7
"강원도",영월군,1127425215,312231163,27.7,815194052,72.3
"강원도",평창군,1464050364,161259367,11.0,1302790997,89.0
"강원도",정선군,1219774230,433078360,35.5,786695870,64.5
"강원도",철원군,889471492,486718070,54.7,402753422,45.3
"강원도",화천군,908924949,291729736,32.1,617195213,67.9
"강원도",양구군,661815919,173720480,26.2,488095439,73.8
"강원도",인제군,1645178636,315193901,19.2,1329984735,80.8
"강원도",고성군,660871395,257138925,38.9,403732470,61.1
"강원도",양양군,630087443,32418839,5.1,597668604,94.9
"충청북도",소계,7407846536,1400308732,18.9,6007537804,81.1
"충청북도",청주시,940910973,329809265,35.1,611101708,64.9
"충청북도",충주시,983490948,145747140,14.8,837743808,85.2
"충청북도",제천시,883435260,239295812,27.1,644139448,72.9
"충청북도",보은군,584160691,62276483,10.7,521884208,89.3
"충청북도",옥천군,537208419,47577747,8.9,489630672,91.1
"충청북도",영동군,846032724,100629397,11.9,745403327,88.1
"충청북도",진천군,407244203,70557623,17.3,336686580,82.7
"충청북도",괴산군,842156668,49608554,5.9,792548114,94.1
"충청북도",음성군,520204363,157714989,30.3,362489374,69.7
"충청북도",단양군,781197250,141709343,18.1,639487907,81.9
"충청북도",증평군,81805037,55382379,67.7,26422658,32.3
"충청남도",소계,8229199361,1683962253,20.5,6545237108,79.5
"충청남도",천안시,636020041,265724681,41.8,370295360,58.2
"충청남도",공주시,864195334,192606416,22.3,671588918,77.7
"충청남도",보령시,574075175,113275144,19.7,460800031,80.3
"충청남도",아산시,542786825,134026116,24.7,408760709,75.3
"충청남도",서산시,741308860,162063714,21.9,579245146,78.1
"충청남도",논산시,555161063,84464410,15.2,470696653,84.8
"충청남도",계룡시,60721466,2759673,4.5,57961793,95.5
"충청남도",당진시,705395320,183352695,26.0,522042625,74.0
"충청남도",금산군,577221682,21829196,3.8,555392486,96.2
"충청남도",부여군,624524031,59267963,9.5,565256068,90.5
"충청남도",서천군,366143329,46742539,12.8,319400790,87.2
"충청남도",청양군,479112196,36162581,7.5,442949615,92.5
"충청남도",홍성군,444076349,110218857,24.8,333857492,75.2
"충청남도",예산군,542627549,92492770,17.0,450134779,83.0
"충청남도",태안군,515830141,178975498,34.7,336854643,65.3
"전라북도",소계,8069069523,1391441289,17.2,6677628234,82.8
"전라북도",전주시,206080596,206080596,100.0,0,0.0
"전라북도",군산시,396422706,137570742,34.7,258851964,65.3
"전라북도",익산시,506541234,101981265,20.1,404559969,79.9
"전라북도",정읍시,692964295,157705807,22.8,535258488,77.2
"전라북도",남원시,752212996,121583869,16.2,630629127,83.8
"전라북도",김제시,545842791,100164680,18.4,445678111,81.6
"전라북도",완주군,821040451,113163206,13.8,707877245,86.2
"전라북도",진안군,789094250,115882015,14.7,673212235,85.3
"전라북도",무주군,631762403,79375591,12.6,552386812,87.4
"전라북도",장수군,533264291,101755242,19.1,431509049,80.9
"전라북도",임실군,597287448,67755773,11.3,529531675,88.7
"전라북도",순창군,495872597,21140240,4.3,474732357,95.7
"전라북도",고창군,607448733,42497969,7.0,564950764,93.0
"전라북도",부안군,493234732,24784294,5.0,468450438,95.0
"전라남도",소계,12343575975,2351413896,19.0,9992162079,81.0
"전라남도",목포시,51632536,51632536,100.0,0,0.0
"전라남도",여수시,510635690,235054419,46.0,275581271,54.0
"전라남도",순천시,910947390,181710412,19.9,729236978,80.1
"전라남도",나주시,608427763,122279755,20.1,486148008,79.9
"전라남도",광양시,463081076,134663623,29.1,328417453,70.9
"전라남도",담양군,455092183,29851554,6.6,425240629,93.4
"전라남도",곡성군,547460999,52323769,9.6,495137230,90.4
"전라남도",구례군,443250624,45802289,10.3,397448335,89.7
"전라남도",고흥군,807351945,79193624,9.8,728158321,90.2
"전라남도",보성군,664036147,151648353,22.8,512387794,77.2
"전라남도",화순군,787008254,69817193,8.9,717191061,91.1
"전라남도",장흥군,622350743,189860710,30.5,432490033,69.5
"전라남도",강진군,500910569,50867461,10.2,450043108,89.8
"전라남도",해남군,1031329687,65201520,6.3,966128167,93.7
"전라남도",영암군,612552325,156739436,25.6,455812889,74.4
"전라남도",무안군,449713139,147137683,32.7,302575456,67.3
"전라남도",함평군,392116246,40227982,10.3,351888264,89.7
"전라남도",영광군,474944847,171748877,36.2,303195970,63.8
"전라남도",장성군,518402401,69517357,13.4,448885044,86.6
"전라남도",완도군,396607800,114682594,28.9,281925206,71.1
"전라남도",진도군,440111574,44316948,10.1,395794626,89.9
"전라남도",신안군,655612037,147135801,22.4,508476236,77.6
"경상북도",소계,19032867581,3456988906,18.2,15575878675,81.8
"경상북도",포항시,1130049471,334972752,29.6,795076719,70.4
"경상북도",경주시,1324842529,607161731,45.8,717680798,54.2
"경상북도",김천시,1009763792,117676646,11.7,892087146,88.3
"경상북도",안동시,1522102024,180736596,11.9,1341365428,88.1
"경상북도",구미시,615302284,257461447,41.8,357840837,58.2
"경상북도",영주시,670023593,136405770,20.4,533617823,79.6
"경상북도",영천시,919209671,130487332,14.2,788722339,85.8
"경상북도",상주시,1254677915,152917367,12.2,1101760548,87.8
"경상북도",문경시,911858348,355259469,39.0,556598879,61.0
"경상북도",경산시,411761560,135362831,32.9,276398729,67.1
"경상북도",군위군,614256199,84073535,13.7,530182664,86.3
"경상북도",의성군,1174691362,68773358,5.9,1105918004,94.1
"경상북도",청송군,846102081,82422298,9.7,763679783,90.3
"경상북도",영양군,815753825,130790504,16.0,684963321,84.0
"경상북도",영덕군,741207986,66124860,8.9,675083126,91.1
"경상북도",청도군,693838384,130051827,18.7,563786557,81.3
"경상북도",고령군,384049955,47365138,12.3,336684817,87.7
"경상북도",성주군,616101498,36333948,5.9,579767550,94.1
"경상북도",칠곡군,450929087,140565028,31.2,310364059,68.8
"경상북도",예천군,661455123,47415189,7.2,614039934,92.8
"경상북도",봉화군,1201964714,74392283,6.2,1127572431,93.8
"경상북도",울진군,990016109,118804985,12.0,871211124,88.0
"경상북도",울릉군,72910071,21434012,29.4,51476059,70.6
"경상남도",소계,10540116576,1813665951,17.2,8726450625,82.8
"경상남도",창원시,747920538,439375316,58.7,308545222,41.3
"경상남도",진주시,712858201,110860215,15.6,601997986,84.4
"경상남도",통영시,239847278,61863821,25.8,177983457,74.2
"경상남도",사천시,398672994,89437409,22.4,309235585,77.6
"경상남도",김해시,463430954,158638838,34.2,304792116,65.8
"경상남도",밀양시,798634878,144080569,18.0,654554309,82.0
"경상남도",거제시,402986562,75054715,18.6,327931847,81.4
"경상남도",양산시,485563946,143708492,29.6,341855454,70.4
"경상남도",의령군,482892343,34288889,7.1,448603454,92.9
"경상남도",함안군,416606441,91593660,22.0,325012781,78.0
"경상남도",창녕군,532840650,116675438,21.9,416165212,78.1
"경상남도",고성군,517932587,44110171,8.5,473822416,91.5
"경상남도",남해군,357534274,27153059,7.6,330381215,92.4
"경상남도",하동군,675614293,29523426,4.4,646090867,95.6
"경상남도",산청군,794551403,68902973,8.7,725648430,91.3
"경상남도",함양군,725453334,69330113,9.6,656123221,90.4
"경상남도",거창군,803301603,56035133,7.0,747266470,93.0
"경상남도",합천군,983474297,53033714,5.4,930440583,94.6
"제주특별자치도",소계,1850159471,1516734415,82.0,333425056,18.0
"제주특별자치도",제주시,978694846,886065505,90.5,92629341,9.5
"제주특별자치도",서귀포시,871464625,630668910,72.4,240795715,27.6
