품종명,도,마켓명,연도,날짜,가격,월,일,연월,일시
토마토(10kg),대구광역시,북부도매,2015,07/29,20000,07,29,2015-07,2015-07-29
토마토(10kg),대구광역시,북부도매,2015,07/30,20000,07,30,2015-07,2015-07-30
토마토(10kg),대구광역시,북부도매,2015,07/31,18000,07,31,2015-07,2015-07-31
토마토(10kg),대구광역시,북부도매,2015,08/03,18000,08,03,2015-08,2015-08-03
토마토(10kg),대구광역시,북부도매,2015,08/04,18000,08,04,2015-08,2015-08-04
토마토(10kg),대구광역시,북부도매,2015,08/05,18000,08,05,2015-08,2015-08-05
토마토(10kg),대구광역시,북부도매,2015,08/06,18000,08,06,2015-08,2015-08-06
토마토(10kg),대구광역시,북부도매,2015,08/07,18000,08,07,2015-08,2015-08-07
토마토(10kg),대구광역시,북부도매,2015,08/10,18000,08,10,2015-08,2015-08-10
토마토(10kg),대구광역시,북부도매,2015,08/11,18000,08,11,2015-08,2015-08-11
토마토(10kg),대구광역시,북부도매,2015,08/12,18000,08,12,2015-08,2015-08-12
토마토(10kg),대구광역시,북부도매,2015,08/13,18000,08,13,2015-08,2015-08-13
토마토(10kg),대구광역시,북부도매,2015,08/17,18000,08,17,2015-08,2015-08-17
토마토(10kg),대구광역시,북부도매,2015,08/18,18000,08,18,2015-08,2015-08-18
토마토(10kg),대구광역시,북부도매,2015,08/19,18000,08,19,2015-08,2015-08-19
토마토(10kg),대구광역시,북부도매,2015,08/20,18000,08,20,2015-08,2015-08-20
토마토(10kg),대구광역시,북부도매,2015,08/21,18000,08,21,2015-08,2015-08-21
토마토(10kg),대구광역시,북부도매,2015,08/24,18000,08,24,2015-08,2015-08-24
토마토(10kg),대구광역시,북부도매,2015,08/25,18000,08,25,2015-08,2015-08-25
토마토(10kg),대구광역시,북부도매,2015,08/26,18000,08,26,2015-08,2015-08-26
토마토(10kg),대구광역시,북부도매,2015,08/27,18000,08,27,2015-08,2015-08-27
토마토(10kg),대구광역시,북부도매,2015,08/28,19000,08,28,2015-08,2015-08-28
토마토(10kg),대구광역시,북부도매,2015,08/31,19000,08,31,2015-08,2015-08-31
토마토(10kg),대구광역시,북부도매,2015,09/01,18000,09,01,2015-09,2015-09-01
토마토(10kg),대구광역시,북부도매,2015,09/02,18000,09,02,2015-09,2015-09-02
토마토(10kg),대구광역시,북부도매,2015,09/03,18000,09,03,2015-09,2015-09-03
토마토(10kg),대구광역시,북부도매,2015,09/04,18000,09,04,2015-09,2015-09-04
토마토(10kg),대구광역시,북부도매,2015,09/07,18000,09,07,2015-09,2015-09-07
토마토(10kg),대구광역시,북부도매,2015,09/08,18000,09,08,2015-09,2015-09-08
토마토(10kg),대구광역시,북부도매,2015,09/09,20000,09,09,2015-09,2015-09-09
토마토(10kg),대구광역시,북부도매,2015,09/10,23000,09,10,2015-09,2015-09-10
토마토(10kg),대구광역시,북부도매,2015,09/11,24000,09,11,2015-09,2015-09-11
토마토(10kg),대구광역시,북부도매,2015,09/14,25000,09,14,2015-09,2015-09-14
토마토(10kg),대구광역시,북부도매,2015,09/15,25000,09,15,2015-09,2015-09-15
토마토(10kg),대구광역시,북부도매,2015,09/16,25000,09,16,2015-09,2015-09-16
토마토(10kg),대구광역시,북부도매,2015,09/17,30000,09,17,2015-09,2015-09-17
토마토(10kg),대구광역시,북부도매,2015,09/18,30000,09,18,2015-09,2015-09-18
토마토(10kg),대구광역시,북부도매,2015,09/21,30000,09,21,2015-09,2015-09-21
토마토(10kg),대구광역시,북부도매,2015,09/22,30000,09,22,2015-09,2015-09-22
토마토(10kg),대구광역시,북부도매,2015,09/23,30000,09,23,2015-09,2015-09-23
토마토(10kg),대구광역시,북부도매,2015,09/24,30000,09,24,2015-09,2015-09-24
토마토(10kg),대구광역시,북부도매,2015,09/25,30000,09,25,2015-09,2015-09-25
토마토(10kg),대구광역시,북부도매,2015,09/30,30000,09,30,2015-09,2015-09-30
토마토(10kg),대구광역시,북부도매,2015,10/01,25000,10,01,2015-10,2015-10-01
토마토(10kg),대구광역시,북부도매,2015,10/02,25000,10,02,2015-10,2015-10-02
토마토(10kg),대구광역시,북부도매,2015,10/05,25000,10,05,2015-10,2015-10-05
토마토(10kg),대구광역시,북부도매,2015,10/06,25000,10,06,2015-10,2015-10-06
토마토(10kg),대구광역시,북부도매,2015,10/07,23000,10,07,2015-10,2015-10-07
토마토(10kg),대구광역시,북부도매,2015,10/08,23000,10,08,2015-10,2015-10-08
토마토(10kg),대구광역시,북부도매,2015,10/12,23000,10,12,2015-10,2015-10-12
토마토(10kg),대구광역시,북부도매,2015,10/13,23000,10,13,2015-10,2015-10-13
토마토(10kg),대구광역시,북부도매,2015,10/14,23000,10,14,2015-10,2015-10-14
토마토(10kg),대구광역시,북부도매,2015,10/15,23000,10,15,2015-10,2015-10-15
토마토(10kg),대구광역시,북부도매,2015,10/16,23000,10,16,2015-10,2015-10-16
토마토(10kg),대구광역시,북부도매,2015,10/19,23000,10,19,2015-10,2015-10-19
토마토(10kg),대구광역시,북부도매,2015,10/20,23000,10,20,2015-10,2015-10-20
토마토(10kg),대구광역시,북부도매,2015,10/21,23000,10,21,2015-10,2015-10-21
토마토(10kg),대구광역시,북부도매,2015,10/22,23000,10,22,2015-10,2015-10-22
토마토(10kg),대구광역시,북부도매,2015,10/23,23000,10,23,2015-10,2015-10-23
토마토(10kg),대구광역시,북부도매,2015,10/26,23000,10,26,2015-10,2015-10-26
토마토(10kg),대구광역시,북부도매,2015,10/27,22000,10,27,2015-10,2015-10-27
토마토(10kg),대구광역시,북부도매,2015,10/28,22000,10,28,2015-10,2015-10-28
토마토(10kg),대구광역시,북부도매,2015,10/29,20000,10,29,2015-10,2015-10-29
토마토(10kg),대구광역시,북부도매,2015,10/30,20000,10,30,2015-10,2015-10-30
토마토(10kg),대구광역시,북부도매,2015,11/02,20000,11,02,2015-11,2015-11-02
토마토(10kg),대구광역시,북부도매,2015,11/03,19000,11,03,2015-11,2015-11-03
토마토(10kg),대구광역시,북부도매,2015,11/04,19000,11,04,2015-11,2015-11-04
토마토(10kg),대구광역시,북부도매,2015,11/05,19000,11,05,2015-11,2015-11-05
토마토(10kg),대구광역시,북부도매,2015,11/06,17000,11,06,2015-11,2015-11-06
토마토(10kg),대구광역시,북부도매,2015,11/09,17000,11,09,2015-11,2015-11-09
토마토(10kg),대구광역시,북부도매,2015,11/10,17000,11,10,2015-11,2015-11-10
토마토(10kg),대구광역시,북부도매,2015,11/11,17000,11,11,2015-11,2015-11-11
토마토(10kg),대구광역시,북부도매,2015,11/12,16000,11,12,2015-11,2015-11-12
토마토(10kg),대구광역시,북부도매,2015,11/13,16000,11,13,2015-11,2015-11-13
토마토(10kg),대구광역시,북부도매,2015,11/16,17000,11,16,2015-11,2015-11-16
토마토(10kg),대구광역시,북부도매,2015,11/17,17000,11,17,2015-11,2015-11-17
토마토(10kg),대구광역시,북부도매,2015,11/18,17000,11,18,2015-11,2015-11-18
토마토(10kg),대구광역시,북부도매,2015,11/19,17000,11,19,2015-11,2015-11-19
토마토(10kg),대구광역시,북부도매,2015,11/20,17000,11,20,2015-11,2015-11-20
토마토(10kg),대구광역시,북부도매,2015,11/23,17000,11,23,2015-11,2015-11-23
토마토(10kg),대구광역시,북부도매,2015,11/24,17000,11,24,2015-11,2015-11-24
토마토(10kg),대구광역시,북부도매,2015,11/25,17000,11,25,2015-11,2015-11-25
토마토(10kg),대구광역시,북부도매,2015,11/26,17000,11,26,2015-11,2015-11-26
토마토(10kg),대구광역시,북부도매,2015,11/27,17000,11,27,2015-11,2015-11-27
토마토(10kg),대구광역시,북부도매,2015,11/30,17000,11,30,2015-11,2015-11-30
토마토(10kg),대구광역시,북부도매,2015,12/01,17000,12,01,2015-12,2015-12-01
토마토(10kg),대구광역시,북부도매,2015,12/02,17000,12,02,2015-12,2015-12-02
토마토(10kg),대구광역시,북부도매,2015,12/03,17000,12,03,2015-12,2015-12-03
토마토(10kg),대구광역시,북부도매,2015,12/07,17000,12,07,2015-12,2015-12-07
토마토(10kg),대구광역시,북부도매,2015,12/08,17000,12,08,2015-12,2015-12-08
토마토(10kg),대구광역시,북부도매,2015,12/09,17000,12,09,2015-12,2015-12-09
토마토(10kg),대구광역시,북부도매,2015,12/10,17000,12,10,2015-12,2015-12-10
토마토(10kg),대구광역시,북부도매,2015,12/11,18000,12,11,2015-12,2015-12-11
토마토(10kg),대구광역시,북부도매,2015,12/14,18000,12,14,2015-12,2015-12-14
토마토(10kg),대구광역시,북부도매,2015,12/15,18000,12,15,2015-12,2015-12-15
토마토(10kg),대구광역시,북부도매,2015,12/16,19000,12,16,2015-12,2015-12-16
토마토(10kg),대구광역시,북부도매,2015,12/17,21000,12,17,2015-12,2015-12-17
토마토(10kg),대구광역시,북부도매,2015,12/18,21000,12,18,2015-12,2015-12-18
토마토(10kg),대구광역시,북부도매,2015,12/21,21000,12,21,2015-12,2015-12-21
토마토(10kg),대구광역시,북부도매,2015,12/22,21000,12,22,2015-12,2015-12-22
토마토(10kg),대구광역시,북부도매,2015,12/23,23000,12,23,2015-12,2015-12-23
토마토(10kg),대구광역시,북부도매,2015,12/24,23000,12,24,2015-12,2015-12-24
토마토(10kg),대구광역시,북부도매,2015,12/28,23000,12,28,2015-12,2015-12-28
토마토(10kg),대구광역시,북부도매,2015,12/29,22000,12,29,2015-12,2015-12-29
토마토(10kg),대구광역시,북부도매,2015,12/30,22000,12,30,2015-12,2015-12-30
토마토(10kg),대구광역시,북부도매,2015,12/31,22000,12,31,2015-12,2015-12-31
토마토(10kg),대구광역시,북부도매,2016,01/04,22000,01,04,2016-01,2016-01-04
토마토(10kg),대구광역시,북부도매,2016,01/05,22000,01,05,2016-01,2016-01-05
토마토(10kg),대구광역시,북부도매,2016,01/06,23000,01,06,2016-01,2016-01-06
토마토(10kg),대구광역시,북부도매,2016,01/07,23000,01,07,2016-01,2016-01-07
토마토(10kg),대구광역시,북부도매,2016,01/08,23000,01,08,2016-01,2016-01-08
토마토(10kg),대구광역시,북부도매,2016,01/11,24000,01,11,2016-01,2016-01-11
토마토(10kg),대구광역시,북부도매,2016,01/12,25000,01,12,2016-01,2016-01-12
토마토(10kg),대구광역시,북부도매,2016,01/13,25000,01,13,2016-01,2016-01-13
토마토(10kg),대구광역시,북부도매,2016,01/14,26000,01,14,2016-01,2016-01-14
토마토(10kg),대구광역시,북부도매,2016,01/15,28000,01,15,2016-01,2016-01-15
토마토(10kg),대구광역시,북부도매,2016,01/18,30000,01,18,2016-01,2016-01-18
토마토(10kg),대구광역시,북부도매,2016,01/19,30000,01,19,2016-01,2016-01-19
토마토(10kg),대구광역시,북부도매,2016,01/20,30000,01,20,2016-01,2016-01-20
토마토(10kg),대구광역시,북부도매,2016,01/21,30000,01,21,2016-01,2016-01-21
토마토(10kg),대구광역시,북부도매,2016,01/22,30000,01,22,2016-01,2016-01-22
토마토(10kg),대구광역시,북부도매,2016,01/25,30000,01,25,2016-01,2016-01-25
토마토(10kg),대구광역시,북부도매,2016,01/26,30000,01,26,2016-01,2016-01-26
토마토(10kg),대구광역시,북부도매,2016,01/27,30000,01,27,2016-01,2016-01-27
토마토(10kg),대구광역시,북부도매,2016,01/28,32000,01,28,2016-01,2016-01-28
토마토(10kg),대구광역시,북부도매,2016,01/29,32000,01,29,2016-01,2016-01-29
토마토(10kg),대구광역시,북부도매,2016,02/01,32000,02,01,2016-02,2016-02-01
토마토(10kg),대구광역시,북부도매,2016,02/02,32000,02,02,2016-02,2016-02-02
토마토(10kg),대구광역시,북부도매,2016,02/03,32000,02,03,2016-02,2016-02-03
토마토(10kg),대구광역시,북부도매,2016,02/04,32000,02,04,2016-02,2016-02-04
토마토(10kg),대구광역시,북부도매,2016,02/05,32000,02,05,2016-02,2016-02-05
토마토(10kg),대구광역시,북부도매,2016,02/11,30000,02,11,2016-02,2016-02-11
토마토(10kg),대구광역시,북부도매,2016,02/12,30000,02,12,2016-02,2016-02-12
토마토(10kg),대구광역시,북부도매,2016,02/15,30000,02,15,2016-02,2016-02-15
토마토(10kg),대구광역시,북부도매,2016,02/16,30000,02,16,2016-02,2016-02-16
토마토(10kg),대구광역시,북부도매,2016,02/17,30000,02,17,2016-02,2016-02-17
토마토(10kg),대구광역시,북부도매,2016,02/18,30000,02,18,2016-02,2016-02-18
토마토(10kg),대구광역시,북부도매,2016,02/19,30000,02,19,2016-02,2016-02-19
토마토(10kg),대구광역시,북부도매,2016,02/22,30000,02,22,2016-02,2016-02-22
토마토(10kg),대구광역시,북부도매,2016,02/23,30000,02,23,2016-02,2016-02-23
토마토(10kg),대구광역시,북부도매,2016,02/24,30000,02,24,2016-02,2016-02-24
토마토(10kg),대구광역시,북부도매,2016,02/25,30000,02,25,2016-02,2016-02-25
토마토(10kg),대구광역시,북부도매,2016,02/26,30000,02,26,2016-02,2016-02-26
토마토(10kg),대구광역시,북부도매,2016,02/29,30000,02,29,2016-02,2016-02-29
토마토(10kg),대구광역시,북부도매,2016,03/02,33000,03,02,2016-03,2016-03-02
토마토(10kg),대구광역시,북부도매,2016,03/03,33000,03,03,2016-03,2016-03-03
토마토(10kg),대구광역시,북부도매,2016,03/04,33000,03,04,2016-03,2016-03-04
토마토(10kg),대구광역시,북부도매,2016,03/07,33000,03,07,2016-03,2016-03-07
토마토(10kg),대구광역시,북부도매,2016,03/08,33000,03,08,2016-03,2016-03-08
토마토(10kg),대구광역시,북부도매,2016,03/09,38000,03,09,2016-03,2016-03-09
토마토(10kg),대구광역시,북부도매,2016,03/10,40000,03,10,2016-03,2016-03-10
토마토(10kg),대구광역시,북부도매,2016,03/11,42000,03,11,2016-03,2016-03-11
토마토(10kg),대구광역시,북부도매,2016,03/14,42000,03,14,2016-03,2016-03-14
토마토(10kg),대구광역시,북부도매,2016,03/15,42000,03,15,2016-03,2016-03-15
토마토(10kg),대구광역시,북부도매,2016,03/16,42000,03,16,2016-03,2016-03-16
토마토(10kg),대구광역시,북부도매,2016,03/17,42000,03,17,2016-03,2016-03-17
토마토(10kg),대구광역시,북부도매,2016,03/18,42000,03,18,2016-03,2016-03-18
토마토(10kg),대구광역시,북부도매,2016,03/21,42000,03,21,2016-03,2016-03-21
토마토(10kg),대구광역시,북부도매,2016,03/22,42000,03,22,2016-03,2016-03-22
토마토(10kg),대구광역시,북부도매,2016,03/23,42000,03,23,2016-03,2016-03-23
토마토(10kg),대구광역시,북부도매,2016,03/24,42000,03,24,2016-03,2016-03-24
토마토(10kg),대구광역시,북부도매,2016,03/25,40000,03,25,2016-03,2016-03-25
토마토(10kg),대구광역시,북부도매,2016,03/28,40000,03,28,2016-03,2016-03-28
토마토(10kg),대구광역시,북부도매,2016,03/29,38000,03,29,2016-03,2016-03-29
토마토(10kg),대구광역시,북부도매,2016,03/30,35000,03,30,2016-03,2016-03-30
토마토(10kg),대구광역시,북부도매,2016,03/31,35000,03,31,2016-03,2016-03-31
토마토(10kg),대구광역시,북부도매,2016,04/01,35000,04,01,2016-04,2016-04-01
토마토(10kg),대구광역시,북부도매,2016,04/04,35000,04,04,2016-04,2016-04-04
토마토(10kg),대구광역시,북부도매,2016,04/05,35000,04,05,2016-04,2016-04-05
토마토(10kg),대구광역시,북부도매,2016,04/06,35000,04,06,2016-04,2016-04-06
토마토(10kg),대구광역시,북부도매,2016,04/07,36000,04,07,2016-04,2016-04-07
토마토(10kg),대구광역시,북부도매,2016,04/08,36000,04,08,2016-04,2016-04-08
토마토(10kg),대구광역시,북부도매,2016,04/11,36000,04,11,2016-04,2016-04-11
토마토(10kg),대구광역시,북부도매,2016,04/12,36000,04,12,2016-04,2016-04-12
토마토(10kg),대구광역시,북부도매,2016,04/14,33000,04,14,2016-04,2016-04-14
토마토(10kg),대구광역시,북부도매,2016,04/15,33000,04,15,2016-04,2016-04-15
토마토(10kg),대구광역시,북부도매,2016,04/18,33000,04,18,2016-04,2016-04-18
토마토(10kg),대구광역시,북부도매,2016,04/19,32000,04,19,2016-04,2016-04-19
토마토(10kg),대구광역시,북부도매,2016,04/20,32000,04,20,2016-04,2016-04-20
토마토(10kg),대구광역시,북부도매,2016,04/21,32000,04,21,2016-04,2016-04-21
토마토(10kg),대구광역시,북부도매,2016,04/22,32000,04,22,2016-04,2016-04-22
토마토(10kg),대구광역시,북부도매,2016,04/25,32000,04,25,2016-04,2016-04-25
토마토(10kg),대구광역시,북부도매,2016,04/26,30000,04,26,2016-04,2016-04-26
토마토(10kg),대구광역시,북부도매,2016,04/27,30000,04,27,2016-04,2016-04-27
토마토(10kg),대구광역시,북부도매,2016,04/28,28000,04,28,2016-04,2016-04-28
토마토(10kg),대구광역시,북부도매,2016,04/29,25000,04,29,2016-04,2016-04-29
토마토(10kg),대구광역시,북부도매,2016,05/02,24000,05,02,2016-05,2016-05-02
토마토(10kg),대구광역시,북부도매,2016,05/03,22000,05,03,2016-05,2016-05-03
토마토(10kg),대구광역시,북부도매,2016,05/04,20000,05,04,2016-05,2016-05-04
토마토(10kg),대구광역시,북부도매,2016,05/09,20000,05,09,2016-05,2016-05-09
토마토(10kg),대구광역시,북부도매,2016,05/10,20000,05,10,2016-05,2016-05-10
토마토(10kg),대구광역시,북부도매,2016,05/11,20000,05,11,2016-05,2016-05-11
토마토(10kg),대구광역시,북부도매,2016,05/12,20000,05,12,2016-05,2016-05-12
토마토(10kg),대구광역시,북부도매,2016,05/13,20000,05,13,2016-05,2016-05-13
토마토(10kg),대구광역시,북부도매,2016,05/16,20000,05,16,2016-05,2016-05-16
토마토(10kg),대구광역시,북부도매,2016,05/17,19000,05,17,2016-05,2016-05-17
토마토(10kg),대구광역시,북부도매,2016,05/18,18000,05,18,2016-05,2016-05-18
토마토(10kg),대구광역시,북부도매,2016,05/19,17000,05,19,2016-05,2016-05-19
토마토(10kg),대구광역시,북부도매,2016,05/20,17000,05,20,2016-05,2016-05-20
토마토(10kg),대구광역시,북부도매,2016,05/23,17000,05,23,2016-05,2016-05-23
토마토(10kg),대구광역시,북부도매,2016,05/24,17000,05,24,2016-05,2016-05-24
토마토(10kg),대구광역시,북부도매,2016,05/25,17000,05,25,2016-05,2016-05-25
토마토(10kg),대구광역시,북부도매,2016,05/26,16000,05,26,2016-05,2016-05-26
토마토(10kg),대구광역시,북부도매,2016,05/27,16000,05,27,2016-05,2016-05-27
토마토(10kg),대구광역시,북부도매,2016,05/30,16000,05,30,2016-05,2016-05-30
토마토(10kg),대구광역시,북부도매,2016,05/31,16000,05,31,2016-05,2016-05-31
토마토(10kg),대구광역시,북부도매,2016,06/01,16000,06,01,2016-06,2016-06-01
토마토(10kg),대구광역시,북부도매,2016,06/02,16000,06,02,2016-06,2016-06-02
토마토(10kg),대구광역시,북부도매,2016,06/03,16000,06,03,2016-06,2016-06-03
토마토(10kg),대구광역시,북부도매,2016,06/07,16000,06,07,2016-06,2016-06-07
토마토(10kg),대구광역시,북부도매,2016,06/08,16000,06,08,2016-06,2016-06-08
토마토(10kg),대구광역시,북부도매,2016,06/09,15000,06,09,2016-06,2016-06-09
토마토(10kg),대구광역시,북부도매,2016,06/10,14000,06,10,2016-06,2016-06-10
토마토(10kg),대구광역시,북부도매,2016,06/13,14000,06,13,2016-06,2016-06-13
토마토(10kg),대구광역시,북부도매,2016,06/14,14000,06,14,2016-06,2016-06-14
토마토(10kg),대구광역시,북부도매,2016,06/15,14000,06,15,2016-06,2016-06-15
토마토(10kg),대구광역시,북부도매,2016,06/16,14000,06,16,2016-06,2016-06-16
토마토(10kg),대구광역시,북부도매,2016,06/17,14000,06,17,2016-06,2016-06-17
토마토(10kg),대구광역시,북부도매,2016,06/20,14000,06,20,2016-06,2016-06-20
토마토(10kg),대구광역시,북부도매,2016,06/21,14000,06,21,2016-06,2016-06-21
토마토(10kg),대구광역시,북부도매,2016,06/22,14000,06,22,2016-06,2016-06-22
토마토(10kg),대구광역시,북부도매,2016,06/23,14000,06,23,2016-06,2016-06-23
토마토(10kg),대구광역시,북부도매,2016,06/24,14000,06,24,2016-06,2016-06-24
토마토(10kg),대구광역시,북부도매,2016,06/27,14000,06,27,2016-06,2016-06-27
토마토(10kg),대구광역시,북부도매,2016,06/28,14000,06,28,2016-06,2016-06-28
토마토(10kg),대구광역시,북부도매,2016,06/29,14000,06,29,2016-06,2016-06-29
토마토(10kg),대구광역시,북부도매,2016,06/30,14000,06,30,2016-06,2016-06-30
토마토(10kg),대구광역시,북부도매,2016,07/01,14000,07,01,2016-07,2016-07-01
토마토(10kg),대구광역시,북부도매,2016,07/04,14000,07,04,2016-07,2016-07-04
토마토(10kg),대구광역시,북부도매,2016,07/05,14000,07,05,2016-07,2016-07-05
토마토(10kg),대구광역시,북부도매,2016,07/06,14000,07,06,2016-07,2016-07-06
토마토(10kg),대구광역시,북부도매,2016,07/07,14000,07,07,2016-07,2016-07-07
토마토(10kg),대구광역시,북부도매,2016,07/08,14000,07,08,2016-07,2016-07-08
토마토(10kg),대구광역시,북부도매,2016,07/11,14000,07,11,2016-07,2016-07-11
토마토(10kg),대구광역시,북부도매,2016,07/12,14000,07,12,2016-07,2016-07-12
토마토(10kg),대구광역시,북부도매,2016,07/13,14000,07,13,2016-07,2016-07-13
토마토(10kg),대구광역시,북부도매,2016,07/14,14000,07,14,2016-07,2016-07-14
토마토(10kg),대구광역시,북부도매,2016,07/15,14000,07,15,2016-07,2016-07-15
토마토(10kg),대구광역시,북부도매,2016,07/18,16000,07,18,2016-07,2016-07-18
토마토(10kg),대구광역시,북부도매,2016,07/19,16000,07,19,2016-07,2016-07-19
토마토(10kg),대구광역시,북부도매,2016,07/20,16000,07,20,2016-07,2016-07-20
토마토(10kg),대구광역시,북부도매,2016,07/21,15000,07,21,2016-07,2016-07-21
토마토(10kg),대구광역시,북부도매,2016,07/22,15000,07,22,2016-07,2016-07-22
토마토(10kg),대구광역시,북부도매,2016,07/25,16000,07,25,2016-07,2016-07-25
토마토(10kg),대구광역시,북부도매,2016,07/26,18000,07,26,2016-07,2016-07-26
토마토(10kg),대구광역시,북부도매,2016,07/27,19000,07,27,2016-07,2016-07-27
토마토(10kg),대구광역시,북부도매,2016,07/28,19000,07,28,2016-07,2016-07-28
토마토(10kg),대구광역시,북부도매,2016,07/29,20000,07,29,2016-07,2016-07-29
토마토(10kg),대구광역시,북부도매,2016,08/01,20000,08,01,2016-08,2016-08-01
토마토(10kg),대구광역시,북부도매,2016,08/02,18000,08,02,2016-08,2016-08-02
토마토(10kg),대구광역시,북부도매,2016,08/03,18000,08,03,2016-08,2016-08-03
토마토(10kg),대구광역시,북부도매,2016,08/04,17000,08,04,2016-08,2016-08-04
토마토(10kg),대구광역시,북부도매,2016,08/05,17000,08,05,2016-08,2016-08-05
토마토(10kg),대구광역시,북부도매,2016,08/08,17000,08,08,2016-08,2016-08-08
토마토(10kg),대구광역시,북부도매,2016,08/09,17000,08,09,2016-08,2016-08-09
토마토(10kg),대구광역시,북부도매,2016,08/10,17000,08,10,2016-08,2016-08-10
토마토(10kg),대구광역시,북부도매,2016,08/11,17000,08,11,2016-08,2016-08-11
토마토(10kg),대구광역시,북부도매,2016,08/12,17000,08,12,2016-08,2016-08-12
토마토(10kg),대구광역시,북부도매,2016,08/16,17000,08,16,2016-08,2016-08-16
토마토(10kg),대구광역시,북부도매,2016,08/17,17000,08,17,2016-08,2016-08-17
토마토(10kg),대구광역시,북부도매,2016,08/18,17000,08,18,2016-08,2016-08-18
토마토(10kg),대구광역시,북부도매,2016,08/19,17000,08,19,2016-08,2016-08-19
토마토(10kg),대구광역시,북부도매,2016,08/22,17000,08,22,2016-08,2016-08-22
토마토(10kg),대구광역시,북부도매,2016,08/23,17000,08,23,2016-08,2016-08-23
토마토(10kg),대구광역시,북부도매,2016,08/24,17000,08,24,2016-08,2016-08-24
토마토(10kg),대구광역시,북부도매,2016,08/25,17000,08,25,2016-08,2016-08-25
토마토(10kg),대구광역시,북부도매,2016,08/26,17000,08,26,2016-08,2016-08-26
토마토(10kg),대구광역시,북부도매,2016,08/29,20000,08,29,2016-08,2016-08-29
토마토(10kg),대구광역시,북부도매,2016,08/30,20000,08,30,2016-08,2016-08-30
토마토(10kg),대구광역시,북부도매,2016,08/31,25000,08,31,2016-08,2016-08-31
토마토(10kg),대구광역시,북부도매,2016,09/01,25000,09,01,2016-09,2016-09-01
토마토(10kg),대구광역시,북부도매,2016,09/02,25000,09,02,2016-09,2016-09-02
토마토(10kg),대구광역시,북부도매,2016,09/05,25000,09,05,2016-09,2016-09-05
토마토(10kg),대구광역시,북부도매,2016,09/06,25000,09,06,2016-09,2016-09-06
토마토(10kg),대구광역시,북부도매,2016,09/07,30000,09,07,2016-09,2016-09-07
토마토(10kg),대구광역시,북부도매,2016,09/08,30000,09,08,2016-09,2016-09-08
토마토(10kg),대구광역시,북부도매,2016,09/09,30000,09,09,2016-09,2016-09-09
토마토(10kg),대구광역시,북부도매,2016,09/12,30000,09,12,2016-09,2016-09-12
토마토(10kg),대구광역시,북부도매,2016,09/13,30000,09,13,2016-09,2016-09-13
토마토(10kg),대구광역시,북부도매,2016,09/19,30000,09,19,2016-09,2016-09-19
토마토(10kg),대구광역시,북부도매,2016,09/20,30000,09,20,2016-09,2016-09-20
토마토(10kg),대구광역시,북부도매,2016,09/21,30000,09,21,2016-09,2016-09-21
토마토(10kg),대구광역시,북부도매,2016,09/22,30000,09,22,2016-09,2016-09-22
토마토(10kg),대구광역시,북부도매,2016,09/23,30000,09,23,2016-09,2016-09-23
토마토(10kg),대구광역시,북부도매,2016,09/26,30000,09,26,2016-09,2016-09-26
토마토(10kg),대구광역시,북부도매,2016,09/27,30000,09,27,2016-09,2016-09-27
토마토(10kg),대구광역시,북부도매,2016,09/28,30000,09,28,2016-09,2016-09-28
토마토(10kg),대구광역시,북부도매,2016,09/29,35000,09,29,2016-09,2016-09-29
토마토(10kg),대구광역시,북부도매,2016,09/30,38000,09,30,2016-09,2016-09-30
토마토(10kg),대구광역시,북부도매,2016,10/04,38000,10,04,2016-10,2016-10-04
토마토(10kg),대구광역시,북부도매,2016,10/05,40000,10,05,2016-10,2016-10-05
토마토(10kg),대구광역시,북부도매,2016,10/06,40000,10,06,2016-10,2016-10-06
토마토(10kg),대구광역시,북부도매,2016,10/07,40000,10,07,2016-10,2016-10-07
토마토(10kg),대구광역시,북부도매,2016,10/10,40000,10,10,2016-10,2016-10-10
토마토(10kg),대구광역시,북부도매,2016,10/11,40000,10,11,2016-10,2016-10-11
토마토(10kg),대구광역시,북부도매,2016,10/12,40000,10,12,2016-10,2016-10-12
토마토(10kg),대구광역시,북부도매,2016,10/13,40000,10,13,2016-10,2016-10-13
토마토(10kg),대구광역시,북부도매,2016,10/14,40000,10,14,2016-10,2016-10-14
토마토(10kg),대구광역시,북부도매,2016,10/17,40000,10,17,2016-10,2016-10-17
토마토(10kg),대구광역시,북부도매,2016,10/18,40000,10,18,2016-10,2016-10-18
토마토(10kg),대구광역시,북부도매,2016,10/19,40000,10,19,2016-10,2016-10-19
토마토(10kg),대구광역시,북부도매,2016,10/20,40000,10,20,2016-10,2016-10-20
토마토(10kg),대구광역시,북부도매,2016,10/21,40000,10,21,2016-10,2016-10-21
토마토(10kg),대구광역시,북부도매,2016,10/24,40000,10,24,2016-10,2016-10-24
토마토(10kg),대구광역시,북부도매,2016,10/25,35000,10,25,2016-10,2016-10-25
토마토(10kg),대구광역시,북부도매,2016,10/26,35000,10,26,2016-10,2016-10-26
토마토(10kg),대구광역시,북부도매,2016,10/27,35000,10,27,2016-10,2016-10-27
토마토(10kg),대구광역시,북부도매,2016,10/28,35000,10,28,2016-10,2016-10-28
토마토(10kg),대구광역시,북부도매,2016,10/31,35000,10,31,2016-10,2016-10-31
토마토(10kg),대구광역시,북부도매,2016,11/01,35000,11,01,2016-11,2016-11-01
