품종명,도,마켓명,연도,날짜,가격,월,일,연월,일시
토마토(10kg),광주광역시,각화도매,2013,01/02,28000,01,02,2013-01,2013-01-02
토마토(10kg),광주광역시,각화도매,2013,01/03,28000,01,03,2013-01,2013-01-03
토마토(10kg),광주광역시,각화도매,2013,01/04,28000,01,04,2013-01,2013-01-04
토마토(10kg),광주광역시,각화도매,2013,01/07,28000,01,07,2013-01,2013-01-07
토마토(10kg),광주광역시,각화도매,2013,01/08,28000,01,08,2013-01,2013-01-08
토마토(10kg),광주광역시,각화도매,2013,01/09,28000,01,09,2013-01,2013-01-09
토마토(10kg),광주광역시,각화도매,2013,01/10,28000,01,10,2013-01,2013-01-10
토마토(10kg),광주광역시,각화도매,2013,01/11,28000,01,11,2013-01,2013-01-11
토마토(10kg),광주광역시,각화도매,2013,01/14,28000,01,14,2013-01,2013-01-14
토마토(10kg),광주광역시,각화도매,2013,01/15,28000,01,15,2013-01,2013-01-15
토마토(10kg),광주광역시,각화도매,2013,01/16,28000,01,16,2013-01,2013-01-16
토마토(10kg),광주광역시,각화도매,2013,01/17,28000,01,17,2013-01,2013-01-17
토마토(10kg),광주광역시,각화도매,2013,01/18,28000,01,18,2013-01,2013-01-18
토마토(10kg),광주광역시,각화도매,2013,01/21,30000,01,21,2013-01,2013-01-21
토마토(10kg),광주광역시,각화도매,2013,01/22,30000,01,22,2013-01,2013-01-22
토마토(10kg),광주광역시,각화도매,2013,01/23,32000,01,23,2013-01,2013-01-23
토마토(10kg),광주광역시,각화도매,2013,01/24,32000,01,24,2013-01,2013-01-24
토마토(10kg),광주광역시,각화도매,2013,01/25,32000,01,25,2013-01,2013-01-25
토마토(10kg),광주광역시,각화도매,2013,01/28,32000,01,28,2013-01,2013-01-28
토마토(10kg),광주광역시,각화도매,2013,01/29,32000,01,29,2013-01,2013-01-29
토마토(10kg),광주광역시,각화도매,2013,01/30,32000,01,30,2013-01,2013-01-30
토마토(10kg),광주광역시,각화도매,2013,01/31,32000,01,31,2013-01,2013-01-31
토마토(10kg),광주광역시,각화도매,2013,02/01,32000,02,01,2013-02,2013-02-01
토마토(10kg),광주광역시,각화도매,2013,02/04,32000,02,04,2013-02,2013-02-04
토마토(10kg),광주광역시,각화도매,2013,02/05,32000,02,05,2013-02,2013-02-05
토마토(10kg),광주광역시,각화도매,2013,02/06,32000,02,06,2013-02,2013-02-06
토마토(10kg),광주광역시,각화도매,2013,02/07,32000,02,07,2013-02,2013-02-07
토마토(10kg),광주광역시,각화도매,2013,02/08,32000,02,08,2013-02,2013-02-08
토마토(10kg),광주광역시,각화도매,2013,02/12,32000,02,12,2013-02,2013-02-12
토마토(10kg),광주광역시,각화도매,2013,02/13,32000,02,13,2013-02,2013-02-13
토마토(10kg),광주광역시,각화도매,2013,02/14,32000,02,14,2013-02,2013-02-14
토마토(10kg),광주광역시,각화도매,2013,02/15,32000,02,15,2013-02,2013-02-15
토마토(10kg),광주광역시,각화도매,2013,02/18,32000,02,18,2013-02,2013-02-18
토마토(10kg),광주광역시,각화도매,2013,02/19,32000,02,19,2013-02,2013-02-19
토마토(10kg),광주광역시,각화도매,2013,02/20,32000,02,20,2013-02,2013-02-20
토마토(10kg),광주광역시,각화도매,2013,02/21,32000,02,21,2013-02,2013-02-21
토마토(10kg),광주광역시,각화도매,2013,02/22,32000,02,22,2013-02,2013-02-22
토마토(10kg),광주광역시,각화도매,2013,02/25,32000,02,25,2013-02,2013-02-25
토마토(10kg),광주광역시,각화도매,2013,02/26,32000,02,26,2013-02,2013-02-26
토마토(10kg),광주광역시,각화도매,2013,02/27,30000,02,27,2013-02,2013-02-27
토마토(10kg),광주광역시,각화도매,2013,02/28,30000,02,28,2013-02,2013-02-28
토마토(10kg),광주광역시,각화도매,2013,03/04,30000,03,04,2013-03,2013-03-04
토마토(10kg),광주광역시,각화도매,2013,03/05,30000,03,05,2013-03,2013-03-05
토마토(10kg),광주광역시,각화도매,2013,03/06,30000,03,06,2013-03,2013-03-06
토마토(10kg),광주광역시,각화도매,2013,03/07,30000,03,07,2013-03,2013-03-07
토마토(10kg),광주광역시,각화도매,2013,03/08,30000,03,08,2013-03,2013-03-08
토마토(10kg),광주광역시,각화도매,2013,03/11,30000,03,11,2013-03,2013-03-11
토마토(10kg),광주광역시,각화도매,2013,03/12,30000,03,12,2013-03,2013-03-12
토마토(10kg),광주광역시,각화도매,2013,03/13,30000,03,13,2013-03,2013-03-13
토마토(10kg),광주광역시,각화도매,2013,03/14,30000,03,14,2013-03,2013-03-14
토마토(10kg),광주광역시,각화도매,2013,03/15,30000,03,15,2013-03,2013-03-15
토마토(10kg),광주광역시,각화도매,2013,03/18,30000,03,18,2013-03,2013-03-18
토마토(10kg),광주광역시,각화도매,2013,03/19,30000,03,19,2013-03,2013-03-19
토마토(10kg),광주광역시,각화도매,2013,03/20,30000,03,20,2013-03,2013-03-20
토마토(10kg),광주광역시,각화도매,2013,03/21,30000,03,21,2013-03,2013-03-21
토마토(10kg),광주광역시,각화도매,2013,03/22,30000,03,22,2013-03,2013-03-22
토마토(10kg),광주광역시,각화도매,2013,03/25,35000,03,25,2013-03,2013-03-25
토마토(10kg),광주광역시,각화도매,2013,03/26,35000,03,26,2013-03,2013-03-26
토마토(10kg),광주광역시,각화도매,2013,03/27,35000,03,27,2013-03,2013-03-27
토마토(10kg),광주광역시,각화도매,2013,03/28,35000,03,28,2013-03,2013-03-28
토마토(10kg),광주광역시,각화도매,2013,03/29,40000,03,29,2013-03,2013-03-29
토마토(10kg),광주광역시,각화도매,2013,04/01,40000,04,01,2013-04,2013-04-01
토마토(10kg),광주광역시,각화도매,2013,04/02,40000,04,02,2013-04,2013-04-02
토마토(10kg),광주광역시,각화도매,2013,04/03,40000,04,03,2013-04,2013-04-03
토마토(10kg),광주광역시,각화도매,2013,04/04,35000,04,04,2013-04,2013-04-04
토마토(10kg),광주광역시,각화도매,2013,04/05,35000,04,05,2013-04,2013-04-05
토마토(10kg),광주광역시,각화도매,2013,04/08,35000,04,08,2013-04,2013-04-08
토마토(10kg),광주광역시,각화도매,2013,04/09,35000,04,09,2013-04,2013-04-09
토마토(10kg),광주광역시,각화도매,2013,04/10,37000,04,10,2013-04,2013-04-10
토마토(10kg),광주광역시,각화도매,2013,04/11,35000,04,11,2013-04,2013-04-11
토마토(10kg),광주광역시,각화도매,2013,04/12,35000,04,12,2013-04,2013-04-12
토마토(10kg),광주광역시,각화도매,2013,04/15,35000,04,15,2013-04,2013-04-15
토마토(10kg),광주광역시,각화도매,2013,04/16,35000,04,16,2013-04,2013-04-16
토마토(10kg),광주광역시,각화도매,2013,04/17,35000,04,17,2013-04,2013-04-17
토마토(10kg),광주광역시,각화도매,2013,04/18,35000,04,18,2013-04,2013-04-18
토마토(10kg),광주광역시,각화도매,2013,04/19,31000,04,19,2013-04,2013-04-19
토마토(10kg),광주광역시,각화도매,2013,04/22,28000,04,22,2013-04,2013-04-22
토마토(10kg),광주광역시,각화도매,2013,04/23,28000,04,23,2013-04,2013-04-23
토마토(10kg),광주광역시,각화도매,2013,04/24,28000,04,24,2013-04,2013-04-24
토마토(10kg),광주광역시,각화도매,2013,04/25,28000,04,25,2013-04,2013-04-25
토마토(10kg),광주광역시,각화도매,2013,04/26,28000,04,26,2013-04,2013-04-26
토마토(10kg),광주광역시,각화도매,2013,04/29,28000,04,29,2013-04,2013-04-29
토마토(10kg),광주광역시,각화도매,2013,04/30,28000,04,30,2013-04,2013-04-30
토마토(10kg),광주광역시,각화도매,2013,05/02,28000,05,02,2013-05,2013-05-02
토마토(10kg),광주광역시,각화도매,2013,05/03,28000,05,03,2013-05,2013-05-03
토마토(10kg),광주광역시,각화도매,2013,05/06,26000,05,06,2013-05,2013-05-06
토마토(10kg),광주광역시,각화도매,2013,05/07,26000,05,07,2013-05,2013-05-07
토마토(10kg),광주광역시,각화도매,2013,05/08,25000,05,08,2013-05,2013-05-08
토마토(10kg),광주광역시,각화도매,2013,05/09,25000,05,09,2013-05,2013-05-09
토마토(10kg),광주광역시,각화도매,2013,05/10,25000,05,10,2013-05,2013-05-10
토마토(10kg),광주광역시,각화도매,2013,05/13,20000,05,13,2013-05,2013-05-13
토마토(10kg),광주광역시,각화도매,2013,05/14,18000,05,14,2013-05,2013-05-14
토마토(10kg),광주광역시,각화도매,2013,05/15,18000,05,15,2013-05,2013-05-15
토마토(10kg),광주광역시,각화도매,2013,05/16,18000,05,16,2013-05,2013-05-16
토마토(10kg),광주광역시,각화도매,2013,05/20,18000,05,20,2013-05,2013-05-20
토마토(10kg),광주광역시,각화도매,2013,05/21,18000,05,21,2013-05,2013-05-21
토마토(10kg),광주광역시,각화도매,2013,05/22,18000,05,22,2013-05,2013-05-22
토마토(10kg),광주광역시,각화도매,2013,05/23,18000,05,23,2013-05,2013-05-23
토마토(10kg),광주광역시,각화도매,2013,05/24,18000,05,24,2013-05,2013-05-24
토마토(10kg),광주광역시,각화도매,2013,05/27,18000,05,27,2013-05,2013-05-27
토마토(10kg),광주광역시,각화도매,2013,05/28,18000,05,28,2013-05,2013-05-28
토마토(10kg),광주광역시,각화도매,2013,05/29,20000,05,29,2013-05,2013-05-29
토마토(10kg),광주광역시,각화도매,2013,05/30,20000,05,30,2013-05,2013-05-30
토마토(10kg),광주광역시,각화도매,2013,05/31,20000,05,31,2013-05,2013-05-31
토마토(10kg),광주광역시,각화도매,2013,06/03,20000,06,03,2013-06,2013-06-03
토마토(10kg),광주광역시,각화도매,2013,06/04,20000,06,04,2013-06,2013-06-04
토마토(10kg),광주광역시,각화도매,2013,06/05,20000,06,05,2013-06,2013-06-05
토마토(10kg),광주광역시,각화도매,2013,06/07,20000,06,07,2013-06,2013-06-07
토마토(10kg),광주광역시,각화도매,2013,06/10,20000,06,10,2013-06,2013-06-10
토마토(10kg),광주광역시,각화도매,2013,06/11,18000,06,11,2013-06,2013-06-11
토마토(10kg),광주광역시,각화도매,2013,06/12,18000,06,12,2013-06,2013-06-12
토마토(10kg),광주광역시,각화도매,2013,06/13,17000,06,13,2013-06,2013-06-13
토마토(10kg),광주광역시,각화도매,2013,06/14,17000,06,14,2013-06,2013-06-14
토마토(10kg),광주광역시,각화도매,2013,06/17,17000,06,17,2013-06,2013-06-17
토마토(10kg),광주광역시,각화도매,2013,06/18,17000,06,18,2013-06,2013-06-18
토마토(10kg),광주광역시,각화도매,2013,06/19,17000,06,19,2013-06,2013-06-19
토마토(10kg),광주광역시,각화도매,2013,06/20,17000,06,20,2013-06,2013-06-20
토마토(10kg),광주광역시,각화도매,2013,06/21,17000,06,21,2013-06,2013-06-21
토마토(10kg),광주광역시,각화도매,2013,06/24,18000,06,24,2013-06,2013-06-24
토마토(10kg),광주광역시,각화도매,2013,06/25,18000,06,25,2013-06,2013-06-25
토마토(10kg),광주광역시,각화도매,2013,06/26,18000,06,26,2013-06,2013-06-26
토마토(10kg),광주광역시,각화도매,2013,06/27,18000,06,27,2013-06,2013-06-27
토마토(10kg),광주광역시,각화도매,2013,06/28,18000,06,28,2013-06,2013-06-28
토마토(10kg),광주광역시,각화도매,2013,07/01,18000,07,01,2013-07,2013-07-01
토마토(10kg),광주광역시,각화도매,2013,07/02,22000,07,02,2013-07,2013-07-02
토마토(10kg),광주광역시,각화도매,2013,07/03,22000,07,03,2013-07,2013-07-03
토마토(10kg),광주광역시,각화도매,2013,07/04,22000,07,04,2013-07,2013-07-04
토마토(10kg),광주광역시,각화도매,2013,07/05,22000,07,05,2013-07,2013-07-05
토마토(10kg),광주광역시,각화도매,2013,07/08,25000,07,08,2013-07,2013-07-08
토마토(10kg),광주광역시,각화도매,2013,07/09,25000,07,09,2013-07,2013-07-09
토마토(10kg),광주광역시,각화도매,2013,07/10,25000,07,10,2013-07,2013-07-10
토마토(10kg),광주광역시,각화도매,2013,07/11,25000,07,11,2013-07,2013-07-11
토마토(10kg),광주광역시,각화도매,2013,07/12,25000,07,12,2013-07,2013-07-12
토마토(10kg),광주광역시,각화도매,2013,07/15,25000,07,15,2013-07,2013-07-15
토마토(10kg),광주광역시,각화도매,2013,07/16,25000,07,16,2013-07,2013-07-16
토마토(10kg),광주광역시,각화도매,2013,07/17,28000,07,17,2013-07,2013-07-17
토마토(10kg),광주광역시,각화도매,2013,07/18,28000,07,18,2013-07,2013-07-18
토마토(10kg),광주광역시,각화도매,2013,07/19,28000,07,19,2013-07,2013-07-19
토마토(10kg),광주광역시,각화도매,2013,07/22,28000,07,22,2013-07,2013-07-22
토마토(10kg),광주광역시,각화도매,2013,07/23,28000,07,23,2013-07,2013-07-23
토마토(10kg),광주광역시,각화도매,2013,07/24,28000,07,24,2013-07,2013-07-24
토마토(10kg),광주광역시,각화도매,2013,07/25,28000,07,25,2013-07,2013-07-25
토마토(10kg),광주광역시,각화도매,2013,07/26,28000,07,26,2013-07,2013-07-26
토마토(10kg),광주광역시,각화도매,2013,07/29,28000,07,29,2013-07,2013-07-29
토마토(10kg),광주광역시,각화도매,2013,07/30,32000,07,30,2013-07,2013-07-30
토마토(10kg),광주광역시,각화도매,2013,07/31,32000,07,31,2013-07,2013-07-31
토마토(10kg),광주광역시,각화도매,2013,08/01,32000,08,01,2013-08,2013-08-01
토마토(10kg),광주광역시,각화도매,2013,08/02,32000,08,02,2013-08,2013-08-02
토마토(10kg),광주광역시,각화도매,2013,08/05,27000,08,05,2013-08,2013-08-05
토마토(10kg),광주광역시,각화도매,2013,08/06,27000,08,06,2013-08,2013-08-06
토마토(10kg),광주광역시,각화도매,2013,08/07,27000,08,07,2013-08,2013-08-07
토마토(10kg),광주광역시,각화도매,2013,08/08,27000,08,08,2013-08,2013-08-08
토마토(10kg),광주광역시,각화도매,2013,08/09,27000,08,09,2013-08,2013-08-09
토마토(10kg),광주광역시,각화도매,2013,08/12,27000,08,12,2013-08,2013-08-12
토마토(10kg),광주광역시,각화도매,2013,08/13,27000,08,13,2013-08,2013-08-13
토마토(10kg),광주광역시,각화도매,2013,08/14,27000,08,14,2013-08,2013-08-14
토마토(10kg),광주광역시,각화도매,2013,08/16,27000,08,16,2013-08,2013-08-16
토마토(10kg),광주광역시,각화도매,2013,08/19,25000,08,19,2013-08,2013-08-19
토마토(10kg),광주광역시,각화도매,2013,08/20,25000,08,20,2013-08,2013-08-20
토마토(10kg),광주광역시,각화도매,2013,08/21,25000,08,21,2013-08,2013-08-21
토마토(10kg),광주광역시,각화도매,2013,08/22,25000,08,22,2013-08,2013-08-22
토마토(10kg),광주광역시,각화도매,2013,08/23,27000,08,23,2013-08,2013-08-23
토마토(10kg),광주광역시,각화도매,2013,08/26,27000,08,26,2013-08,2013-08-26
토마토(10kg),광주광역시,각화도매,2013,08/27,27000,08,27,2013-08,2013-08-27
토마토(10kg),광주광역시,각화도매,2013,08/28,28000,08,28,2013-08,2013-08-28
토마토(10kg),광주광역시,각화도매,2013,08/29,28000,08,29,2013-08,2013-08-29
토마토(10kg),광주광역시,각화도매,2013,08/30,28000,08,30,2013-08,2013-08-30
토마토(10kg),광주광역시,각화도매,2013,09/02,28000,09,02,2013-09,2013-09-02
토마토(10kg),광주광역시,각화도매,2013,09/03,28000,09,03,2013-09,2013-09-03
토마토(10kg),광주광역시,각화도매,2013,09/04,35000,09,04,2013-09,2013-09-04
토마토(10kg),광주광역시,각화도매,2013,09/05,35000,09,05,2013-09,2013-09-05
토마토(10kg),광주광역시,각화도매,2013,09/06,35000,09,06,2013-09,2013-09-06
토마토(10kg),광주광역시,각화도매,2013,09/09,35000,09,09,2013-09,2013-09-09
토마토(10kg),광주광역시,각화도매,2013,09/10,40000,09,10,2013-09,2013-09-10
토마토(10kg),광주광역시,각화도매,2013,09/11,40000,09,11,2013-09,2013-09-11
토마토(10kg),광주광역시,각화도매,2013,09/12,40000,09,12,2013-09,2013-09-12
토마토(10kg),광주광역시,각화도매,2013,09/13,35000,09,13,2013-09,2013-09-13
토마토(10kg),광주광역시,각화도매,2013,09/16,35000,09,16,2013-09,2013-09-16
토마토(10kg),광주광역시,각화도매,2013,09/17,35000,09,17,2013-09,2013-09-17
토마토(10kg),광주광역시,각화도매,2013,09/23,35000,09,23,2013-09,2013-09-23
토마토(10kg),광주광역시,각화도매,2013,09/24,30000,09,24,2013-09,2013-09-24
토마토(10kg),광주광역시,각화도매,2013,09/25,30000,09,25,2013-09,2013-09-25
토마토(10kg),광주광역시,각화도매,2013,09/26,28000,09,26,2013-09,2013-09-26
토마토(10kg),광주광역시,각화도매,2013,09/27,28000,09,27,2013-09,2013-09-27
토마토(10kg),광주광역시,각화도매,2013,09/30,28000,09,30,2013-09,2013-09-30
토마토(10kg),광주광역시,각화도매,2013,10/01,28000,10,01,2013-10,2013-10-01
토마토(10kg),광주광역시,각화도매,2013,10/02,28000,10,02,2013-10,2013-10-02
토마토(10kg),광주광역시,각화도매,2013,10/04,28000,10,04,2013-10,2013-10-04
토마토(10kg),광주광역시,각화도매,2013,10/07,30000,10,07,2013-10,2013-10-07
토마토(10kg),광주광역시,각화도매,2013,10/08,30000,10,08,2013-10,2013-10-08
토마토(10kg),광주광역시,각화도매,2013,10/10,30000,10,10,2013-10,2013-10-10
토마토(10kg),광주광역시,각화도매,2013,10/11,30000,10,11,2013-10,2013-10-11
토마토(10kg),광주광역시,각화도매,2013,10/14,28000,10,14,2013-10,2013-10-14
토마토(10kg),광주광역시,각화도매,2013,10/15,28000,10,15,2013-10,2013-10-15
토마토(10kg),광주광역시,각화도매,2013,10/16,28000,10,16,2013-10,2013-10-16
토마토(10kg),광주광역시,각화도매,2013,10/17,28000,10,17,2013-10,2013-10-17
토마토(10kg),광주광역시,각화도매,2013,10/18,28000,10,18,2013-10,2013-10-18
토마토(10kg),광주광역시,각화도매,2013,10/21,28000,10,21,2013-10,2013-10-21
토마토(10kg),광주광역시,각화도매,2013,10/22,28000,10,22,2013-10,2013-10-22
토마토(10kg),광주광역시,각화도매,2013,10/23,28000,10,23,2013-10,2013-10-23
토마토(10kg),광주광역시,각화도매,2013,10/24,30000,10,24,2013-10,2013-10-24
토마토(10kg),광주광역시,각화도매,2013,10/25,30000,10,25,2013-10,2013-10-25
토마토(10kg),광주광역시,각화도매,2013,10/28,28000,10,28,2013-10,2013-10-28
토마토(10kg),광주광역시,각화도매,2013,10/29,28000,10,29,2013-10,2013-10-29
토마토(10kg),광주광역시,각화도매,2013,10/30,26000,10,30,2013-10,2013-10-30
토마토(10kg),광주광역시,각화도매,2013,10/31,26000,10,31,2013-10,2013-10-31
토마토(10kg),광주광역시,각화도매,2013,11/01,26000,11,01,2013-11,2013-11-01
토마토(10kg),광주광역시,각화도매,2013,11/04,26000,11,04,2013-11,2013-11-04
토마토(10kg),광주광역시,각화도매,2013,11/05,26000,11,05,2013-11,2013-11-05
토마토(10kg),광주광역시,각화도매,2013,11/06,26000,11,06,2013-11,2013-11-06
토마토(10kg),광주광역시,각화도매,2013,11/07,26000,11,07,2013-11,2013-11-07
토마토(10kg),광주광역시,각화도매,2013,11/08,26000,11,08,2013-11,2013-11-08
토마토(10kg),광주광역시,각화도매,2013,11/11,26000,11,11,2013-11,2013-11-11
토마토(10kg),광주광역시,각화도매,2013,11/12,26000,11,12,2013-11,2013-11-12
토마토(10kg),광주광역시,각화도매,2013,11/13,26000,11,13,2013-11,2013-11-13
토마토(10kg),광주광역시,각화도매,2013,11/14,26000,11,14,2013-11,2013-11-14
토마토(10kg),광주광역시,각화도매,2013,11/15,26000,11,15,2013-11,2013-11-15
토마토(10kg),광주광역시,각화도매,2013,11/18,26000,11,18,2013-11,2013-11-18
토마토(10kg),광주광역시,각화도매,2013,11/19,26000,11,19,2013-11,2013-11-19
토마토(10kg),광주광역시,각화도매,2013,11/20,26000,11,20,2013-11,2013-11-20
토마토(10kg),광주광역시,각화도매,2013,11/21,26000,11,21,2013-11,2013-11-21
토마토(10kg),광주광역시,각화도매,2013,11/22,26000,11,22,2013-11,2013-11-22
토마토(10kg),광주광역시,각화도매,2013,11/25,26000,11,25,2013-11,2013-11-25
토마토(10kg),광주광역시,각화도매,2013,11/26,26000,11,26,2013-11,2013-11-26
토마토(10kg),광주광역시,각화도매,2013,11/27,25000,11,27,2013-11,2013-11-27
토마토(10kg),광주광역시,각화도매,2013,11/28,25000,11,28,2013-11,2013-11-28
토마토(10kg),광주광역시,각화도매,2013,11/29,25000,11,29,2013-11,2013-11-29
토마토(10kg),광주광역시,각화도매,2013,12/02,25000,12,02,2013-12,2013-12-02
토마토(10kg),광주광역시,각화도매,2013,12/03,25000,12,03,2013-12,2013-12-03
토마토(10kg),광주광역시,각화도매,2013,12/04,25000,12,04,2013-12,2013-12-04
토마토(10kg),광주광역시,각화도매,2013,12/05,27000,12,05,2013-12,2013-12-05
토마토(10kg),광주광역시,각화도매,2013,12/06,27000,12,06,2013-12,2013-12-06
토마토(10kg),광주광역시,각화도매,2013,12/09,27000,12,09,2013-12,2013-12-09
토마토(10kg),광주광역시,각화도매,2013,12/10,27000,12,10,2013-12,2013-12-10
토마토(10kg),광주광역시,각화도매,2013,12/11,27000,12,11,2013-12,2013-12-11
토마토(10kg),광주광역시,각화도매,2013,12/12,27000,12,12,2013-12,2013-12-12
토마토(10kg),광주광역시,각화도매,2013,12/13,27000,12,13,2013-12,2013-12-13
토마토(10kg),광주광역시,각화도매,2013,12/16,30000,12,16,2013-12,2013-12-16
토마토(10kg),광주광역시,각화도매,2013,12/17,30000,12,17,2013-12,2013-12-17
토마토(10kg),광주광역시,각화도매,2013,12/18,30000,12,18,2013-12,2013-12-18
토마토(10kg),광주광역시,각화도매,2013,12/19,30000,12,19,2013-12,2013-12-19
토마토(10kg),광주광역시,각화도매,2013,12/20,30000,12,20,2013-12,2013-12-20
토마토(10kg),광주광역시,각화도매,2013,12/23,30000,12,23,2013-12,2013-12-23
토마토(10kg),광주광역시,각화도매,2013,12/24,30000,12,24,2013-12,2013-12-24
토마토(10kg),광주광역시,각화도매,2013,12/26,30000,12,26,2013-12,2013-12-26
토마토(10kg),광주광역시,각화도매,2013,12/27,30000,12,27,2013-12,2013-12-27
토마토(10kg),광주광역시,각화도매,2013,12/30,30000,12,30,2013-12,2013-12-30
토마토(10kg),광주광역시,각화도매,2013,12/31,30000,12,31,2013-12,2013-12-31
토마토(10kg),광주광역시,각화도매,2014,01/02,30000,01,02,2014-01,2014-01-02
토마토(10kg),광주광역시,각화도매,2014,01/03,30000,01,03,2014-01,2014-01-03
토마토(10kg),광주광역시,각화도매,2014,01/06,33000,01,06,2014-01,2014-01-06
토마토(10kg),광주광역시,각화도매,2014,01/07,33000,01,07,2014-01,2014-01-07
토마토(10kg),광주광역시,각화도매,2014,01/08,33000,01,08,2014-01,2014-01-08
토마토(10kg),광주광역시,각화도매,2014,01/09,33000,01,09,2014-01,2014-01-09
토마토(10kg),광주광역시,각화도매,2014,01/10,33000,01,10,2014-01,2014-01-10
토마토(10kg),광주광역시,각화도매,2014,01/13,33000,01,13,2014-01,2014-01-13
토마토(10kg),광주광역시,각화도매,2014,01/14,33000,01,14,2014-01,2014-01-14
토마토(10kg),광주광역시,각화도매,2014,01/15,33000,01,15,2014-01,2014-01-15
토마토(10kg),광주광역시,각화도매,2014,01/16,33000,01,16,2014-01,2014-01-16
토마토(10kg),광주광역시,각화도매,2014,01/17,31000,01,17,2014-01,2014-01-17
토마토(10kg),광주광역시,각화도매,2014,01/20,31000,01,20,2014-01,2014-01-20
토마토(10kg),광주광역시,각화도매,2014,01/21,31000,01,21,2014-01,2014-01-21
토마토(10kg),광주광역시,각화도매,2014,01/22,31000,01,22,2014-01,2014-01-22
토마토(10kg),광주광역시,각화도매,2014,01/23,31000,01,23,2014-01,2014-01-23
토마토(10kg),광주광역시,각화도매,2014,01/24,34000,01,24,2014-01,2014-01-24
토마토(10kg),광주광역시,각화도매,2014,01/27,34000,01,27,2014-01,2014-01-27
토마토(10kg),광주광역시,각화도매,2014,01/28,34000,01,28,2014-01,2014-01-28
토마토(10kg),광주광역시,각화도매,2014,01/29,34000,01,29,2014-01,2014-01-29
토마토(10kg),광주광역시,각화도매,2014,02/03,34000,02,03,2014-02,2014-02-03
토마토(10kg),광주광역시,각화도매,2014,02/04,34000,02,04,2014-02,2014-02-04
토마토(10kg),광주광역시,각화도매,2014,02/05,34000,02,05,2014-02,2014-02-05
토마토(10kg),광주광역시,각화도매,2014,02/06,34000,02,06,2014-02,2014-02-06
토마토(10kg),광주광역시,각화도매,2014,02/07,34000,02,07,2014-02,2014-02-07
토마토(10kg),광주광역시,각화도매,2014,02/10,34000,02,10,2014-02,2014-02-10
토마토(10kg),광주광역시,각화도매,2014,02/11,34000,02,11,2014-02,2014-02-11
토마토(10kg),광주광역시,각화도매,2014,02/12,34000,02,12,2014-02,2014-02-12
토마토(10kg),광주광역시,각화도매,2014,02/13,34000,02,13,2014-02,2014-02-13
토마토(10kg),광주광역시,각화도매,2014,02/14,34000,02,14,2014-02,2014-02-14
토마토(10kg),광주광역시,각화도매,2014,02/17,34000,02,17,2014-02,2014-02-17
토마토(10kg),광주광역시,각화도매,2014,02/18,34000,02,18,2014-02,2014-02-18
토마토(10kg),광주광역시,각화도매,2014,02/19,34000,02,19,2014-02,2014-02-19
토마토(10kg),광주광역시,각화도매,2014,02/20,34000,02,20,2014-02,2014-02-20
토마토(10kg),광주광역시,각화도매,2014,02/21,34000,02,21,2014-02,2014-02-21
토마토(10kg),광주광역시,각화도매,2014,02/24,40000,02,24,2014-02,2014-02-24
토마토(10kg),광주광역시,각화도매,2014,02/25,40000,02,25,2014-02,2014-02-25
토마토(10kg),광주광역시,각화도매,2014,02/26,40000,02,26,2014-02,2014-02-26
토마토(10kg),광주광역시,각화도매,2014,02/27,40000,02,27,2014-02,2014-02-27
토마토(10kg),광주광역시,각화도매,2014,02/28,40000,02,28,2014-02,2014-02-28
토마토(10kg),광주광역시,각화도매,2014,03/03,40000,03,03,2014-03,2014-03-03
토마토(10kg),광주광역시,각화도매,2014,03/04,40000,03,04,2014-03,2014-03-04
토마토(10kg),광주광역시,각화도매,2014,03/05,40000,03,05,2014-03,2014-03-05
토마토(10kg),광주광역시,각화도매,2014,03/06,40000,03,06,2014-03,2014-03-06
토마토(10kg),광주광역시,각화도매,2014,03/07,35000,03,07,2014-03,2014-03-07
토마토(10kg),광주광역시,각화도매,2014,03/10,35000,03,10,2014-03,2014-03-10
토마토(10kg),광주광역시,각화도매,2014,03/11,35000,03,11,2014-03,2014-03-11
토마토(10kg),광주광역시,각화도매,2014,03/12,35000,03,12,2014-03,2014-03-12
토마토(10kg),광주광역시,각화도매,2014,03/13,35000,03,13,2014-03,2014-03-13
토마토(10kg),광주광역시,각화도매,2014,03/14,35000,03,14,2014-03,2014-03-14
토마토(10kg),광주광역시,각화도매,2014,03/17,35000,03,17,2014-03,2014-03-17
토마토(10kg),광주광역시,각화도매,2014,03/18,35000,03,18,2014-03,2014-03-18
토마토(10kg),광주광역시,각화도매,2014,03/19,37000,03,19,2014-03,2014-03-19
토마토(10kg),광주광역시,각화도매,2014,03/20,37000,03,20,2014-03,2014-03-20
토마토(10kg),광주광역시,각화도매,2014,03/21,37000,03,21,2014-03,2014-03-21
토마토(10kg),광주광역시,각화도매,2014,03/24,38000,03,24,2014-03,2014-03-24
토마토(10kg),광주광역시,각화도매,2014,03/25,38000,03,25,2014-03,2014-03-25
토마토(10kg),광주광역시,각화도매,2014,03/26,38000,03,26,2014-03,2014-03-26
토마토(10kg),광주광역시,각화도매,2014,03/27,38000,03,27,2014-03,2014-03-27
토마토(10kg),광주광역시,각화도매,2014,03/28,38000,03,28,2014-03,2014-03-28
토마토(10kg),광주광역시,각화도매,2014,03/31,35000,03,31,2014-03,2014-03-31
토마토(10kg),광주광역시,각화도매,2014,04/01,35000,04,01,2014-04,2014-04-01
