"품목명","품종명","시군구","마켓명","연도","날짜","가격"
"토마토","토마토(10kg)","서울","가락도매","2017","03/08","35,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/09","33,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/10","32,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/13","31,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/14","31,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/15","30,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/16","29,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/17","29,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/20","30,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/21","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/22","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/23","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/24","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/27","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/28","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/29","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/30","27,000"
"토마토","토마토(10kg)","서울","가락도매","2017","03/31","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/03","29,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/04","27,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/05","27,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/06","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/07","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/10","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/11","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/12","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/13","26,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/14","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/17","23,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/18","21,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/19","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/20","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/21","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/24","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/25","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/26","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/27","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","04/28","21,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/02","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/04","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/08","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/10","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/11","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/12","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/15","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/16","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/17","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/18","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/19","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/22","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/23","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/24","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/25","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/26","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/29","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/30","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","05/31","15,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/01","15,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/02","15,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/05","15,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/07","15,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/08","15,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/09","14,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/12","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/13","15,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/14","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/15","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/16","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/19","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/20","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/21","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/22","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/23","18,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/26","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/27","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/28","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/29","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","06/30","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/03","14,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/04","12,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/05","12,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/06","12,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/07","12,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/10","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/11","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/12","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/13","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/14","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/17","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/18","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/19","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/20","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/21","13,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/24","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/25","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/26","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/27","17,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/28","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","07/31","16,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/01","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/02","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/03","23,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/04","23,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/07","26,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/08","32,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/09","34,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/10","34,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/11","34,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/14","31,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/16","33,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/17","33,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/18","35,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/21","35,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/22","35,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/23","35,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/24","33,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/25","33,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/28","33,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/29","33,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/30","35,000"
"토마토","토마토(10kg)","서울","가락도매","2017","08/31","37,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/01","34,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/04","37,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/05","39,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/06","40,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/07","40,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/08","44,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/11","48,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/12","48,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/13","45,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/14","42,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/15","39,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/18","39,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/19","38,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/20","38,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/21","38,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/22","35,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/25","35,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/26","31,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/27","31,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/28","31,000"
"토마토","토마토(10kg)","서울","가락도매","2017","09/29","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/10","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/11","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/12","26,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/13","26,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/16","26,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/17","28,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/18","26,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/19","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/20","26,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/23","26,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/24","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/25","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/26","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/27","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/30","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","10/31","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/01","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/02","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/03","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/06","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/07","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/08","23,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/09","23,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/10","23,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/13","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/14","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/15","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/16","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/17","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/20","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/21","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/22","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/23","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/24","26,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/27","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/28","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/29","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","11/30","24,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/04","25,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/05","23,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/06","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/07","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/08","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/11","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/12","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/13","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/14","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/15","19,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/18","21,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/19","22,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/20","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/21","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/22","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/26","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/27","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/28","20,000"
"토마토","토마토(10kg)","서울","가락도매","2017","12/29","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/02","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/03","18,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/04","18,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/05","18,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/08","18,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/09","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/10","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/11","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/12","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/15","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/16","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/17","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/18","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/19","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/22","22,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/23","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/24","24,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/25","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/26","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/29","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/30","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","01/31","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/01","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/02","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/05","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/06","24,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/07","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/08","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/09","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/12","27,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/13","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/14","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/19","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/20","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/21","22,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/22","22,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/23","22,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/26","24,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/27","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","02/28","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/02","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/05","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/06","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/07","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/08","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/09","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/12","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/13","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/14","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/15","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/16","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/19","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/20","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/21","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/22","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/23","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/26","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/27","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/28","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/29","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","03/30","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/02","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/03","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/04","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/05","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/06","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/09","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/10","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/11","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/12","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/13","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/16","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/17","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/18","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/19","27,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/20","30,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/23","30,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/24","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/25","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/26","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/27","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","04/30","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/02","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/03","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/04","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/08","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/09","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/10","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/11","25,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/14","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/15","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/16","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/17","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/18","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/21","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/23","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/24","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/25","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/28","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/29","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/30","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","05/31","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/01","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/04","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/05","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/07","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/08","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/11","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/12","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/14","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/15","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/18","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/19","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/20","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/21","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/22","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/25","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/26","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/27","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/28","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","06/29","19,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/02","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/03","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/04","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/05","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/06","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/09","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/10","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/11","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/12","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/13","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/16","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/17","23,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/18","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/19","30,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/20","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/23","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/24","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/25","28,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/26","26,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/27","26,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/30","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","07/31","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/01","15,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/02","15,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/03","15,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/06","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/07","15,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/08","17,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/09","18,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/10","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/13","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/14","21,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/16","22,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/17","22,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/20","20,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/21","22,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/22","22,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/23","24,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/24","24,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/27","24,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/28","26,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/29","26,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/30","30,000"
"토마토","토마토(10kg)","서울","가락도매","2018","08/31","33,000"
"토마토","토마토(10kg)","서울","가락도매","2018","09/03","35,000"
"토마토","토마토(10kg)","서울","가락도매","2018","09/04","40,000"
